post_date,ticker,open,high,low,close,vol,comment_num_sum,comp_max,comp_mean,comp_median,comp_min,comp_std,like_num_sum,neg_max,neg_mean,neg_median,neg_min,neg_std,neu_max,neu_mean,neu_median,neu_min,neu_std,count,pos_max,pos_mean,pos_median,pos_min,pos_std,retweet_num_sum,relative_count
2015-01-02 17:00:00,TSLA,222.87,223.25,218.1,218.9,607533.0,8.0,0.765,0.1950857142857143,0.0386,-0.4959,0.3468046976424603,10.0,0.198,0.0255714285714285,0.0,0.0,0.0573930106542397,1.0,0.8683928571428572,0.8365,0.674,0.1170509035469783,28.0,0.326,0.1060714285714285,0.0875,0.0,0.1135315027488058,4.0,0.1590909090909091
2015-01-02 18:00:00,TSLA,218.81,219.0,213.26,215.9,1236171.0,0.0,0.4215,-0.0081,0.0,-0.7739,0.3072431754960374,11.0,0.31,0.038,0.0,0.0,0.0980702695916442,1.0,0.9395,1.0,0.69,0.1098091779204068,10.0,0.13,0.0225,0.0,0.0,0.0481461894188476,2.0,0.0806451612903225
2015-01-02 19:00:00,TSLA,215.9,215.94,213.92,215.54,430534.0,0.0,0.5574,0.0018,0.0,-0.6486,0.4267773993212721,2.0,0.323,0.1013749999999999,0.0435,0.0,0.1259795193105382,1.0,0.798625,0.77,0.598,0.1419677402993873,8.0,0.248,0.1,0.063,0.0,0.1136598936677816,0.0,0.1025641025641025
2015-01-02 20:00:00,TSLA,215.5,216.85,215.0,215.83,410296.0,14.0,0.8217,0.119895,0.0,-0.296,0.2929212566633961,19.0,0.17,0.03185,0.0,0.0,0.0538460524868913,1.0,0.8926999999999999,0.919,0.566,0.1326285275338208,20.0,0.318,0.0754499999999999,0.0,0.0,0.1161063373763351,3.0,0.2272727272727272
2015-01-02 21:00:00,TSLA,215.933,216.666,215.29,215.97,280002.0,1.0,0.6705,0.17806,0.0,-0.6369,0.3432281327963329,5.0,0.483,0.0385999999999999,0.0,0.0,0.1254009569341478,1.0,0.8551333333333333,0.823,0.517,0.1565808174105384,15.0,0.315,0.1062666666666666,0.0,0.0,0.1245984789328543,0.0,0.1041666666666666
2015-01-02 22:00:00,TSLA,215.96,218.28,215.96,218.08,332427.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0153846153846153
2015-01-02 23:00:00,TSLA,218.0904,220.0,217.085,219.19,646863.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0175438596491228
2015-01-05 17:00:00,TSLA,214.55,216.5,211.2,213.17,977685.0,2.0,0.883,0.2558434782608695,0.296,-0.2263,0.2902322781780874,24.0,0.083,0.0060869565217391,0.0,0.0,0.0205446587694361,1.0,0.9021304347826088,0.909,0.533,0.1158197283979115,23.0,0.41,0.0917826086956521,0.091,0.0,0.109707444233097,6.0,0.1059907834101382
2015-01-05 18:00:00,TSLA,213.0,213.3899,210.4,210.42,898243.0,2.0,0.6688,0.1072290322580645,0.0,-0.6908,0.3029658937829453,34.0,0.217,0.0156129032258064,0.0,0.0,0.0500604151130443,1.0,0.9257741935483872,1.0,0.728,0.0933358486604225,31.0,0.272,0.0586129032258064,0.0,0.0,0.0851515031847568,4.0,0.2
2015-01-05 19:00:00,TSLA,210.5,212.1,209.77,210.1725,624505.0,1.0,0.8519,0.2066333333333333,0.148,-0.5574,0.375854293769444,10.0,0.348,0.0396666666666666,0.0,0.0,0.0959418604140556,1.0,0.8620416666666667,0.858,0.611,0.1293611322470234,24.0,0.341,0.0982916666666666,0.063,0.0,0.1116884171981673,2.0,0.1325966850828729
2015-01-05 20:00:00,TSLA,210.245,210.4756,207.1626,207.48,558976.0,2.0,0.6468,0.2136923076923076,0.2732,-0.4939,0.3188527571924551,12.0,0.215,0.0449230769230769,0.0,0.0,0.0797887435027246,1.0,0.8413846153846154,0.858,0.519,0.1410753572040716,13.0,0.274,0.1136923076923077,0.13,0.0,0.1056727532017159,1.0,0.0878378378378378
2015-01-05 21:00:00,TSLA,207.5799,209.63,207.4,208.9,441690.0,3.0,0.5106,0.0713263157894737,0.0,-0.5093,0.3013716344428978,8.0,0.148,0.0317368421052631,0.0,0.0,0.0512801045514439,1.0,0.9037368421052632,0.916,0.724,0.0940477668854521,19.0,0.254,0.0645263157894736,0.0,0.0,0.091823725099933,6.0,0.0959595959595959
2015-01-05 22:00:00,TSLA,208.91,208.99,207.76,208.42,260509.0,2.0,0.8744,0.2453571428571428,0.20095,-0.8479,0.4518323203515721,11.0,0.45,0.0321428571428571,0.0,0.0,0.1202675588605909,1.0,0.8214285714285714,0.839,0.404,0.1945593499663808,14.0,0.596,0.1464285714285714,0.071,0.0,0.1831022052909728,3.0,0.1458333333333333
2015-01-05 23:00:00,TSLA,208.43,210.88,208.14,210.01,815912.0,0.0,0.5562,0.1011777777777777,0.0,-0.4278,0.303050679663393,4.0,0.168,0.0186666666666666,0.0,0.0,0.056,1.0,0.9341111111111112,1.0,0.829,0.0811625597865857,9.0,0.171,0.0472222222222222,0.0,0.0,0.073720380115979,4.0,0.1046511627906976
2015-01-06 17:00:00,TSLA,210.06,212.49,208.51,208.55,724197.0,1.0,0.7824,0.1191611111111111,0.0,-0.3612,0.2739078572824185,14.0,0.333,0.0185,0.0,0.0,0.0784888527117067,1.0,0.9163333333333332,1.0,0.567,0.139322309349052,18.0,0.433,0.0651666666666666,0.0,0.0,0.1257108025682476,4.0,0.09375
2015-01-06 18:00:00,TSLA,208.53,212.22,208.32,208.55,938505.0,1.0,0.6369,0.0096904761904761,0.0,-0.6467,0.3036333544009319,20.0,0.157,0.0389523809523809,0.0,0.0,0.0655861846660378,1.0,0.9088095238095238,1.0,0.542,0.1266458128196977,21.0,0.307,0.0521904761904762,0.0,0.0,0.1045536317148376,0.0,0.1272727272727272
2015-01-06 19:00:00,TSLA,208.5299,208.545,206.2,206.35,703125.0,0.0,0.7351,0.0656533333333333,0.0,-0.34,0.3011332687097351,11.0,0.186,0.0307333333333333,0.0,0.0,0.0645007936459109,1.0,0.9283333333333332,1.0,0.721,0.096800728057081,15.0,0.279,0.0409333333333333,0.0,0.0,0.0889144586238984,1.0,0.0769230769230769
2015-01-06 20:00:00,TSLA,206.49,207.94,204.21,207.74,709274.0,2.0,0.7602,0.1797636363636363,0.1508,-0.6089,0.3951799801482316,24.0,0.231,0.0337272727272727,0.0,0.0,0.0744152965702372,1.0,0.8179545454545455,0.839,0.446,0.1787968992148106,22.0,0.554,0.1483181818181818,0.099,0.0,0.1822686103539123,4.0,0.1264367816091954
2015-01-06 21:00:00,TSLA,207.75,207.92,204.68,207.376,582059.0,6.0,0.765,0.2027458333333333,0.0,-0.5719,0.3632102684566047,6.0,0.239,0.0350416666666666,0.0,0.0,0.0756970386915278,1.0,0.848875,0.8365,0.476,0.1571508033705205,24.0,0.524,0.1160833333333333,0.0,0.0,0.1502794257278801,3.0,0.1395348837209302
2015-01-06 22:00:00,TSLA,207.36,211.96,207.02,211.1101,703430.0,0.0,0.7964,0.1610666666666666,0.28595,-0.5719,0.5694436887583062,7.0,0.198,0.0569999999999999,0.0,0.0,0.0899399799866555,1.0,0.8318333333333333,0.85,0.633,0.1182783440307932,6.0,0.367,0.1111666666666666,0.075,0.0,0.1452864985697799,1.0,0.054054054054054
2015-01-06 23:00:00,TSLA,211.12,214.2,210.731,211.19,1022919.0,0.0,0.34,0.068,0.0,0.0,0.1520526224699857,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9708,1.0,0.854,0.0652931849429938,5.0,0.146,0.0291999999999999,0.0,0.0,0.0652931849429938,0.0,0.0714285714285714
2015-01-07 17:00:00,TSLA,213.35,214.78,212.12,214.368,433604.0,0.0,0.6369,0.1574318181818182,0.0,-0.2382,0.293363547231342,16.0,0.176,0.0222272727272727,0.0,0.0,0.0514392214802431,1.0,0.8973181818181818,0.9455,0.695,0.117038205550331,22.0,0.276,0.0804545454545454,0.032,0.0,0.0945484140395945,3.0,0.1333333333333333
2015-01-07 18:00:00,TSLA,214.25,214.63,209.78,210.34,693590.0,0.0,0.6369,0.0024499999999999,0.0,-0.6124,0.2945081294859843,17.0,0.238,0.0237999999999999,0.0,0.0,0.0752622083120074,1.0,0.9486,1.0,0.724,0.1087302472482549,10.0,0.276,0.0276,0.0,0.0,0.0872788634206472,0.0,0.0787401574803149
2015-01-07 19:00:00,TSLA,210.4,212.5,210.0,212.28,395536.0,0.0,0.6249,0.0848588235294117,0.0,-0.4588,0.2601920806318467,9.0,0.207,0.0211176470588235,0.0,0.0,0.0604006232924598,1.0,0.9165294117647058,1.0,0.643,0.1368279565947045,17.0,0.285,0.0623529411764705,0.0,0.0,0.1050094883668081,2.0,0.1049382716049382
2015-01-07 20:00:00,TSLA,212.2,212.73,211.01,211.0544,196113.0,1.0,0.624,0.0615727272727272,0.0,-0.5106,0.3457065058424822,12.0,0.196,0.0710909090909091,0.0,0.0,0.0840695599434831,1.0,0.8233636363636364,0.804,0.612,0.1560854078556177,11.0,0.294,0.1053636363636363,0.0,0.0,0.1283629796532261,1.0,0.0909090909090909
2015-01-07 21:00:00,TSLA,211.33,211.36,209.82,210.68,230285.0,2.0,0.7783,0.1015176470588235,0.0,-0.6486,0.3014245329168109,10.0,0.202,0.0234117647058823,0.0,0.0,0.0566083682236219,1.0,0.901,1.0,0.57,0.130638815058925,17.0,0.43,0.0755882352941176,0.0,0.0,0.1206037203113617,7.0,0.1370967741935483
2015-01-07 22:00:00,TSLA,210.76,211.71,210.137,211.39,283828.0,0.0,0.6166,0.13078,0.0,-0.4019,0.3013247896492136,16.0,0.197,0.0242666666666666,0.0,0.0,0.0642900421823591,1.0,0.8923333333333333,0.87,0.589,0.1230839821693573,15.0,0.411,0.0833999999999999,0.0,0.0,0.1239082609952102,0.0,0.119047619047619
2015-01-07 23:00:00,TSLA,211.42,211.73,210.3908,210.81,348918.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0517241379310344
2015-01-08 17:00:00,TSLA,212.81,213.47,211.09,212.2643,481385.0,1.0,0.5267,0.13339375,0.0,-0.2044,0.2352962571419273,8.0,0.376,0.0235,0.0,0.0,0.094,1.0,0.91575,1.0,0.624,0.1139961987670349,16.0,0.236,0.06075,0.0,0.0,0.0848807005940298,1.0,0.0450704225352112
2015-01-08 18:00:00,TSLA,212.1,213.7999,211.8,212.37,464930.0,1.0,0.5719,0.11420625,0.0,-0.5267,0.311732262192521,23.0,0.255,0.0328125,0.0,0.0,0.0756379258925926,1.0,0.895,0.9465,0.612,0.1298173075261281,16.0,0.224,0.072125,0.0,0.0,0.0893098538796251,3.0,0.0615384615384615
2015-01-08 19:00:00,TSLA,212.57,213.5,211.61,212.1,356004.0,4.0,0.6844,0.29495,0.3206,0.0,0.2883544416165632,14.0,0.181,0.015875,0.0,0.0,0.0476499387897473,1.0,0.87075,0.86,0.58,0.1396350003879161,16.0,0.286,0.113375,0.14,0.0,0.112954784464109,2.0,0.0637450199203187
