,body
5334,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5335,"{'neg': 0.0, 'neu': 0.923, 'pos': 0.077, 'compound': 0.25}"
5336,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.4939}"
5337,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5338,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5339,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5340,"{'neg': 0.0, 'neu': 0.736, 'pos': 0.264, 'compound': 0.4995}"
5341,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5342,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5343,"{'neg': 0.29, 'neu': 0.633, 'pos': 0.077, 'compound': -0.6908}"
5344,"{'neg': 0.225, 'neu': 0.775, 'pos': 0.0, 'compound': -0.4939}"
5345,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.2023}"
5346,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5347,"{'neg': 0.19, 'neu': 0.675, 'pos': 0.135, 'compound': -0.3034}"
5348,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5349,"{'neg': 0.0, 'neu': 0.724, 'pos': 0.276, 'compound': 0.6369}"
5350,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5351,"{'neg': 0.153, 'neu': 0.746, 'pos': 0.101, 'compound': -0.1027}"
5352,"{'neg': 0.0, 'neu': 0.843, 'pos': 0.157, 'compound': 0.3818}"
5353,"{'neg': 0.0, 'neu': 0.824, 'pos': 0.176, 'compound': 0.4588}"
5354,"{'neg': 0.314, 'neu': 0.686, 'pos': 0.0, 'compound': -0.6705}"
5355,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5356,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5357,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5358,"{'neg': 0.11, 'neu': 0.776, 'pos': 0.114, 'compound': 0.0258}"
5359,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5360,"{'neg': 0.057, 'neu': 0.943, 'pos': 0.0, 'compound': -0.0516}"
5361,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5362,"{'neg': 0.095, 'neu': 0.905, 'pos': 0.0, 'compound': -0.2263}"
5363,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5364,"{'neg': 0.296, 'neu': 0.704, 'pos': 0.0, 'compound': -0.2732}"
5365,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.5233}"
5366,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5367,"{'neg': 0.0, 'neu': 0.798, 'pos': 0.202, 'compound': 0.5106}"
5368,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5369,"{'neg': 0.0, 'neu': 0.867, 'pos': 0.133, 'compound': 0.25}"
5370,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5371,"{'neg': 0.196, 'neu': 0.804, 'pos': 0.0, 'compound': -0.296}"
5372,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5373,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5374,"{'neg': 0.0, 'neu': 0.816, 'pos': 0.184, 'compound': 0.4019}"
5375,"{'neg': 0.219, 'neu': 0.781, 'pos': 0.0, 'compound': -0.4215}"
5376,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
5377,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5378,"{'neg': 0.0, 'neu': 0.688, 'pos': 0.312, 'compound': 0.6739}"
5379,"{'neg': 0.231, 'neu': 0.769, 'pos': 0.0, 'compound': -0.5106}"
5380,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5381,"{'neg': 0.0, 'neu': 0.832, 'pos': 0.168, 'compound': 0.6166}"
5382,"{'neg': 0.034, 'neu': 0.907, 'pos': 0.06, 'compound': 0.25}"
5383,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5384,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.5972}"
5385,"{'neg': 0.153, 'neu': 0.847, 'pos': 0.0, 'compound': -0.4023}"
5386,"{'neg': 0.184, 'neu': 0.816, 'pos': 0.0, 'compound': -0.4019}"
5387,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4019}"
5388,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5389,"{'neg': 0.0, 'neu': 0.906, 'pos': 0.094, 'compound': 0.4019}"
5390,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5391,"{'neg': 0.0, 'neu': 0.886, 'pos': 0.114, 'compound': 0.5962}"
5392,"{'neg': 0.079, 'neu': 0.705, 'pos': 0.216, 'compound': 0.5927}"
5393,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5394,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4939}"
5395,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5396,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5397,"{'neg': 0.0, 'neu': 0.849, 'pos': 0.151, 'compound': 0.3595}"
5398,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5399,"{'neg': 0.087, 'neu': 0.745, 'pos': 0.168, 'compound': 0.3182}"
5400,"{'neg': 0.0, 'neu': 0.812, 'pos': 0.188, 'compound': 0.4588}"
5401,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5402,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5403,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.4767}"
5404,"{'neg': 0.0, 'neu': 0.668, 'pos': 0.332, 'compound': 0.8159}"
5405,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5406,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.4404}"
5407,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5408,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5409,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5410,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
5411,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5412,"{'neg': 0.0, 'neu': 0.747, 'pos': 0.253, 'compound': 0.7783}"
5413,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}"
5414,"{'neg': 0.307, 'neu': 0.507, 'pos': 0.186, 'compound': -0.347}"
5415,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5416,"{'neg': 0.107, 'neu': 0.687, 'pos': 0.206, 'compound': 0.3182}"
5417,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5418,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5419,"{'neg': 0.14, 'neu': 0.775, 'pos': 0.085, 'compound': -0.3595}"
5420,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.34}"
5421,"{'neg': 0.0, 'neu': 0.952, 'pos': 0.048, 'compound': 0.0772}"
5422,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5423,"{'neg': 0.0, 'neu': 0.698, 'pos': 0.302, 'compound': 0.3818}"
5424,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5106}"
5425,"{'neg': 0.0, 'neu': 0.746, 'pos': 0.254, 'compound': 0.8176}"
5426,"{'neg': 0.0, 'neu': 0.805, 'pos': 0.195, 'compound': 0.5242}"
5427,"{'neg': 0.183, 'neu': 0.817, 'pos': 0.0, 'compound': -0.3034}"
5428,"{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.6705}"
5429,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5430,"{'neg': 0.0, 'neu': 0.8, 'pos': 0.2, 'compound': 0.3612}"
5431,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5432,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5433,"{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.5719}"
5434,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5435,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}"
5436,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}"
5437,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5438,"{'neg': 0.064, 'neu': 0.754, 'pos': 0.182, 'compound': 0.6114}"
5439,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5440,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5441,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5442,"{'neg': 0.044, 'neu': 0.8, 'pos': 0.156, 'compound': 0.743}"
5443,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5444,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5445,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5446,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.1779}"
5447,"{'neg': 0.0, 'neu': 0.648, 'pos': 0.352, 'compound': 0.5859}"
5448,"{'neg': 0.388, 'neu': 0.612, 'pos': 0.0, 'compound': -0.2263}"
5449,"{'neg': 0.0, 'neu': 0.714, 'pos': 0.286, 'compound': 0.6808}"
5450,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}"
5451,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5452,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5453,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5454,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5455,"{'neg': 0.0, 'neu': 0.817, 'pos': 0.183, 'compound': 0.6166}"
5456,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5457,"{'neg': 0.077, 'neu': 0.923, 'pos': 0.0, 'compound': -0.128}"
5458,"{'neg': 0.174, 'neu': 0.826, 'pos': 0.0, 'compound': -0.2244}"
5459,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5460,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}"
5461,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.5473}"
5462,"{'neg': 0.0, 'neu': 0.732, 'pos': 0.268, 'compound': 0.5106}"
5463,"{'neg': 0.252, 'neu': 0.748, 'pos': 0.0, 'compound': -0.4019}"
5464,"{'neg': 0.0, 'neu': 0.925, 'pos': 0.075, 'compound': 0.296}"
5465,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5466,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5467,"{'neg': 0.075, 'neu': 0.78, 'pos': 0.146, 'compound': 0.2732}"
5468,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5469,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.5106}"
5470,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5471,"{'neg': 0.144, 'neu': 0.619, 'pos': 0.237, 'compound': 0.2263}"
5472,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5473,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5474,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5475,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5476,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5849}"
5477,"{'neg': 0.0, 'neu': 0.696, 'pos': 0.304, 'compound': 0.7901}"
5478,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5479,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5480,"{'neg': 0.0, 'neu': 0.847, 'pos': 0.153, 'compound': 0.4404}"
5481,"{'neg': 0.1, 'neu': 0.731, 'pos': 0.169, 'compound': 0.3612}"
5482,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5483,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5484,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5485,"{'neg': 0.0, 'neu': 0.903, 'pos': 0.097, 'compound': 0.4019}"
5486,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
5487,"{'neg': 0.0, 'neu': 0.864, 'pos': 0.136, 'compound': 0.5106}"
5488,"{'neg': 0.0, 'neu': 0.534, 'pos': 0.466, 'compound': 0.7901}"
5489,"{'neg': 0.0, 'neu': 0.806, 'pos': 0.194, 'compound': 0.34}"
5490,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5491,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.6124}"
5492,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5493,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5494,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5495,"{'neg': 0.206, 'neu': 0.794, 'pos': 0.0, 'compound': -0.431}"
5496,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5497,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5498,"{'neg': 0.0, 'neu': 0.731, 'pos': 0.269, 'compound': 0.8481}"
5499,"{'neg': 0.0, 'neu': 0.841, 'pos': 0.159, 'compound': 0.4648}"
5500,"{'neg': 0.0, 'neu': 0.649, 'pos': 0.351, 'compound': 0.4019}"
5501,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5502,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.2716}"
5503,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.5413}"
5504,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5505,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5506,"{'neg': 0.073, 'neu': 0.764, 'pos': 0.163, 'compound': 0.4019}"
5507,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5508,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5509,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.6369}"
5510,"{'neg': 0.0, 'neu': 0.777, 'pos': 0.223, 'compound': 0.3182}"
5511,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5512,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5513,"{'neg': 0.049, 'neu': 0.781, 'pos': 0.17, 'compound': 0.6948}"
5514,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5515,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5516,"{'neg': 0.452, 'neu': 0.548, 'pos': 0.0, 'compound': -0.5106}"
5517,"{'neg': 0.139, 'neu': 0.657, 'pos': 0.204, 'compound': 0.2263}"
5518,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5519,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5520,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5521,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5522,"{'neg': 0.0, 'neu': 0.69, 'pos': 0.31, 'compound': 0.5423}"
5523,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5524,"{'neg': 0.19, 'neu': 0.81, 'pos': 0.0, 'compound': -0.6031}"
5525,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5526,"{'neg': 0.0, 'neu': 0.652, 'pos': 0.348, 'compound': 0.4939}"
5527,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5528,"{'neg': 0.0, 'neu': 0.615, 'pos': 0.385, 'compound': 0.3612}"
5529,"{'neg': 0.0, 'neu': 0.834, 'pos': 0.166, 'compound': 0.5256}"
5530,"{'neg': 0.171, 'neu': 0.592, 'pos': 0.237, 'compound': 0.25}"
5531,"{'neg': 0.074, 'neu': 0.926, 'pos': 0.0, 'compound': -0.516}"
5532,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5533,"{'neg': 0.0, 'neu': 0.898, 'pos': 0.102, 'compound': 0.2057}"
5534,"{'neg': 0.0, 'neu': 0.538, 'pos': 0.462, 'compound': 0.8225}"
5535,"{'neg': 0.263, 'neu': 0.479, 'pos': 0.257, 'compound': -0.2732}"
5536,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.5574}"
5537,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5538,"{'neg': 0.112, 'neu': 0.888, 'pos': 0.0, 'compound': -0.34}"
5539,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5540,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5541,"{'neg': 0.162, 'neu': 0.838, 'pos': 0.0, 'compound': -0.4404}"
5542,"{'neg': 0.067, 'neu': 0.933, 'pos': 0.0, 'compound': -0.0572}"
5543,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5544,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5545,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5546,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5547,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.4738}"
5548,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5549,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.7351}"
5550,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.4404}"
5551,"{'neg': 0.0, 'neu': 0.811, 'pos': 0.189, 'compound': 0.2716}"
5552,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5553,"{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.7096}"
5554,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
5555,"{'neg': 0.0, 'neu': 0.884, 'pos': 0.116, 'compound': 0.1779}"
5556,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5557,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.5719}"
5558,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5559,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5560,"{'neg': 0.15, 'neu': 0.631, 'pos': 0.218, 'compound': 0.1027}"
5561,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5562,"{'neg': 0.0, 'neu': 0.896, 'pos': 0.104, 'compound': 0.2732}"
5563,"{'neg': 0.239, 'neu': 0.761, 'pos': 0.0, 'compound': -0.6166}"
5564,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.3612}"
5565,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5566,"{'neg': 0.0, 'neu': 0.792, 'pos': 0.208, 'compound': 0.5766}"
5567,"{'neg': 0.087, 'neu': 0.833, 'pos': 0.079, 'compound': -0.1027}"
5568,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.4939}"
5569,"{'neg': 0.0, 'neu': 0.813, 'pos': 0.187, 'compound': 0.5994}"
5570,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5571,"{'neg': 0.0, 'neu': 0.744, 'pos': 0.256, 'compound': 0.6751}"
5572,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5573,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5574,"{'neg': 0.113, 'neu': 0.705, 'pos': 0.182, 'compound': 0.3506}"
5575,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5576,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5577,"{'neg': 0.11, 'neu': 0.642, 'pos': 0.248, 'compound': 0.4627}"
5578,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.5994}"
5579,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5580,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5581,"{'neg': 0.179, 'neu': 0.627, 'pos': 0.194, 'compound': 0.3612}"
5582,"{'neg': 0.0, 'neu': 0.59, 'pos': 0.41, 'compound': 0.8885}"
5583,"{'neg': 0.0, 'neu': 0.845, 'pos': 0.155, 'compound': 0.296}"
5584,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5585,"{'neg': 0.161, 'neu': 0.839, 'pos': 0.0, 'compound': -0.3182}"
5586,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5587,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5588,"{'neg': 0.0, 'neu': 0.836, 'pos': 0.164, 'compound': 0.5719}"
5589,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5590,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5591,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5592,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.6062}"
5593,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5594,"{'neg': 0.0, 'neu': 0.741, 'pos': 0.259, 'compound': 0.6369}"
5595,"{'neg': 0.063, 'neu': 0.844, 'pos': 0.093, 'compound': 0.1779}"
5596,"{'neg': 0.0, 'neu': 0.926, 'pos': 0.074, 'compound': 0.34}"
5597,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5598,"{'neg': 0.122, 'neu': 0.8, 'pos': 0.078, 'compound': -0.2761}"
5599,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}"
5600,"{'neg': 0.0, 'neu': 0.602, 'pos': 0.398, 'compound': 0.6486}"
5601,"{'neg': 0.097, 'neu': 0.903, 'pos': 0.0, 'compound': -0.128}"
5602,"{'neg': 0.09, 'neu': 0.758, 'pos': 0.152, 'compound': 0.281}"
5603,"{'neg': 0.11, 'neu': 0.89, 'pos': 0.0, 'compound': -0.357}"
5604,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5605,"{'neg': 0.102, 'neu': 0.63, 'pos': 0.268, 'compound': 0.4767}"
5606,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5607,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5608,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5609,"{'neg': 0.0, 'neu': 0.623, 'pos': 0.377, 'compound': 0.8519}"
5610,"{'neg': 0.08, 'neu': 0.816, 'pos': 0.104, 'compound': 0.2946}"
5611,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5612,"{'neg': 0.157, 'neu': 0.774, 'pos': 0.07, 'compound': -0.5216}"
5613,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}"
5614,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5615,"{'neg': 0.138, 'neu': 0.862, 'pos': 0.0, 'compound': -0.5473}"
5616,"{'neg': 0.0, 'neu': 0.771, 'pos': 0.229, 'compound': 0.3971}"
5617,"{'neg': 0.181, 'neu': 0.819, 'pos': 0.0, 'compound': -0.6249}"
5618,"{'neg': 0.0, 'neu': 0.773, 'pos': 0.227, 'compound': 0.6124}"
5619,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5620,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5621,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5622,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5623,"{'neg': 0.182, 'neu': 0.818, 'pos': 0.0, 'compound': -0.3976}"
5624,"{'neg': 0.259, 'neu': 0.628, 'pos': 0.113, 'compound': -0.3612}"
5625,"{'neg': 0.316, 'neu': 0.684, 'pos': 0.0, 'compound': -0.8126}"
5626,"{'neg': 0.167, 'neu': 0.833, 'pos': 0.0, 'compound': -0.296}"
5627,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5628,"{'neg': 0.326, 'neu': 0.674, 'pos': 0.0, 'compound': -0.4404}"
5629,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.5106}"
5630,"{'neg': 0.059, 'neu': 0.744, 'pos': 0.197, 'compound': 0.5709}"
5631,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
5632,"{'neg': 0.0, 'neu': 0.71, 'pos': 0.29, 'compound': 0.6486}"
5633,"{'neg': 0.0, 'neu': 0.866, 'pos': 0.134, 'compound': 0.1779}"
5634,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}"
