post_date,ticker,open,high,low,close,vol,comment_num_sum,comp_max,comp_mean,comp_median,comp_min,comp_std,like_num_sum,neg_max,neg_mean,neg_median,neg_min,neg_std,neu_max,neu_mean,neu_median,neu_min,neu_std,count,pos_max,pos_mean,pos_median,pos_min,pos_std,retweet_num_sum,relative_count
2015-01-02 17:00:00,GOOG,529.19,531.27,527.28,530.32,184036.0,0.0,0.4404,0.0864371428571428,0.0,-0.5106,0.3250176943754645,1.0,0.248,0.0354285714285714,0.0,0.0,0.0937351893062883,1.0,0.9084071428571427,0.89985,0.752,0.0974972325614571,7.0,0.172,0.0633071428571428,0.0,0.0,0.0803279342682825,1.0,0.0397727272727272
2015-01-02 18:00:00,GOOG,530.33,530.6963,526.5,526.9,275822.0,1.0,0.64449,0.063950294117647,0.0,-0.8125950000000001,0.4163386258596728,6.0,0.3255,0.0532264705882352,0.0,0.0,0.1059091003491423,1.0368,0.91975,0.9955000000000002,0.7244999999999999,0.102555338720127,17.0,0.2134,0.0564970588235294,0.0,0.0,0.0749462191978943,2.0,0.1370967741935483
2015-01-02 19:00:00,GOOG,526.93,527.26,525.45,526.87,89275.0,1.0,0.0772,-0.0329666666666666,0.0,-0.275,0.1225267589821369,6.0,0.1155,0.01925,0.0,0.0,0.0471526775485761,1.4,1.0544166666666668,1.0,0.942,0.1707847817185906,6.0,0.058,0.0096666666666666,0.0,0.0,0.023678400846904,1.0,0.0769230769230769
2015-01-02 20:00:00,GOOG,526.75,527.66,524.55,524.61,66988.0,0.0,0.58401,0.2939255555555555,0.4389,-0.3612,0.3360259849368465,3.0,0.161,0.0276666666666666,0.0,0.0,0.0578532626564829,1.0,0.8777222222222222,0.85785,0.761,0.0771380179901224,9.0,0.2142,0.1112777777777777,0.126,0.0,0.0886236357832629,0.0,0.1022727272727272
2015-01-02 21:00:00,GOOG,524.78,525.71,524.1,524.63,70652.0,0.0,0.729,0.2599633333333333,0.4095499999999999,-0.8632050000000001,0.3941189431429523,5.0,0.4074,0.0365222222222222,0.0,0.0,0.1010116624341586,2.0,0.915286111111111,0.8577750000000001,0.6426000000000001,0.2952814399286549,18.0,0.29,0.1176361111111111,0.126,0.0,0.094799732882404,4.0,0.125
2015-01-02 22:00:00,GOOG,524.74,525.23,524.27,524.5,91008.0,2.0,0.58401,0.323374,0.4488499999999999,0.0,0.2831752366056514,4.0,0.0,0.0,0.0,0.0,0.0,1.4,0.95474,0.8659250000000001,0.842,0.1703531671427201,10.0,0.19215,0.1052599999999999,0.142,0.0,0.0929335569103001,0.0,0.1538461538461538
2015-01-02 23:00:00,GOOG,524.62,525.74,524.37,524.81,221116.0,0.0,0.8065,0.4191285714285714,0.5562,0.0,0.3053232424512624,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.85,0.817,0.687,0.1127534182778213,7.0,0.313,0.15,0.183,0.0,0.1127534182778213,0.0,0.1228070175438596
2015-01-05 17:00:00,GOOG,523.26,524.33,520.16,520.81,225959.0,1.0,0.5562,0.18212,0.2023,-0.5106,0.3319481138456947,2.0,0.248,0.0350666666666666,0.0,0.0,0.0765268082501314,1.25,0.8984,0.849,0.752,0.1302013824811395,15.0,0.183,0.0865333333333333,0.089,0.0,0.0806446054051502,0.0,0.0691244239631336
2015-01-05 18:00:00,GOOG,520.79,520.91,517.81,518.38,204616.0,1.0,1.25818,0.271658,0.0,-0.48804,0.4311648648752089,10.0,0.1386,0.00924,0.0,0.0,0.0357863661189565,2.6,1.07465,1.0,0.694,0.4744704062726899,15.0,0.5522,0.1227766666666666,0.0,0.0,0.1629555284060508,4.0,0.0967741935483871
2015-01-05 19:00:00,GOOG,518.31,519.87,516.24,519.57,179585.0,2.0,0.668745,0.173790625,0.0,-0.3108,0.2871854754688067,22.0,0.1428,0.00993125,0.0,0.0,0.0343603215696472,7.25,1.2218229166666668,0.983,0.7539,1.2903630453059027,24.0,0.2961,0.0724125,0.0,0.0,0.099046226855685,5.0,0.1325966850828729
