date_,ticker,close,diffs,bin_2,bin_3,bin_5,high,vol,max_comp,max_neg,max_pos,std_comp,std_neg,std_pos,mean_comp,mean_neg,mean_neu,mean_pos,median_comp,count
2015-01-05 21:00:00,AAPL,26.600875,-0.2545113662995146,-1,-1,-1,26.6875,4156280.0,0.8271,0.324,0.792,0.3158259862644196,0.0715019015450883,0.1358660792719604,0.1166869918699187,0.0377398373983739,0.8648373983739838,0.097430894308943,0.0,123.0
2015-01-05 22:00:00,AAPL,26.40875,-0.7222506778442384,-1,-1,-1,26.63,7477541.0,0.802,0.494,0.545,0.3987717308572843,0.1095975783159193,0.1318321490750768,0.169988679245283,0.0652075471698113,0.8023018867924528,0.1324716981132075,0.0516,53.0
2015-01-05 23:00:00,AAPL,26.5625,0.5821934018081176,1,1,1,26.6325,9271241.0,0.836,0.236,0.389,0.3105780074026017,0.0635283266228494,0.117862496606479,0.1396418604651162,0.0310930232558139,0.8790697674418604,0.0898372093023255,0.0,43.0
2015-01-06 17:00:00,AAPL,26.4075,-0.583529411764705,-1,-1,-1,26.69,7044454.0,0.7783,0.426,0.574,0.3822519339062732,0.1179513048222797,0.1448676238378545,0.0910835051546391,0.0680103092783505,0.8176907216494845,0.1142989690721649,0.0,97.0
2015-01-06 18:00:00,AAPL,26.525,0.4449493515099822,1,1,1,26.8,10272013.0,0.9244,0.295,0.739,0.3542870506010662,0.0814899476153389,0.14848695208764,0.1015630434782608,0.0397826086956521,0.8658152173913044,0.0944021739130434,0.0,92.0
2015-01-06 19:00:00,AAPL,26.3225,-0.7634307257304296,-1,-1,-2,26.53825,8822948.0,0.7184,0.434,0.344,0.3283612769863244,0.085974160667732,0.1169766954094171,0.1506033333333333,0.0383,0.8490916666666667,0.112625,0.1655,120.0
2015-01-06 20:00:00,AAPL,26.582475,0.9876531484471318,1,1,2,26.595,7368301.0,0.8779,0.267,0.428,0.3319663732706313,0.0731424679241484,0.1294920741156459,0.1254083333333333,0.0363958333333333,0.8675520833333333,0.0960520833333333,0.0,96.0
2015-01-06 21:00:00,AAPL,26.6025,0.0753315859414849,1,0,0,26.6075,6117208.0,0.9041,0.344,0.465,0.3355374151561893,0.0746147682189232,0.1265405572386285,0.13332,0.0291,0.88235,0.08855,0.0,100.0
2015-01-06 22:00:00,AAPL,26.705,0.3853021332581585,1,1,1,26.7625,8194515.0,0.8225,0.263,0.352,0.3318739394093651,0.0732295248631882,0.1125538197382138,0.2010875,0.0282678571428571,0.8717678571428572,0.0999642857142857,0.0,56.0
2015-01-06 23:00:00,AAPL,26.5575,-0.5523310241527746,-1,-1,-1,26.8575,11622101.0,0.7345,0.346,0.342,0.2969730866622103,0.0857617571624825,0.1000774909841402,0.0528857142857142,0.0407428571428571,0.9015428571428572,0.0577142857142857,0.0,35.0
2015-01-07 17:00:00,AAPL,26.959975,1.5154852678151087,1,1,2,26.9825,6870739.0,0.7564,0.767,0.453,0.3576530863012249,0.119082482957555,0.1264510361197908,0.1447630136986301,0.0382054794520548,0.8633013698630138,0.0984931506849315,0.0,73.0
2015-01-07 18:00:00,AAPL,26.96,9.273005632248754e-05,1,0,0,27.05,7218168.0,0.9041,0.429,0.465,0.4224115458366492,0.1135748658203626,0.1200932985252388,0.1146355932203389,0.0536949152542372,0.8476271186440678,0.0986610169491525,0.0,59.0
2015-01-07 19:00:00,AAPL,26.989125,0.1080304154302602,1,0,0,27.0125,4948078.0,0.7783,0.376,0.421,0.3663340548324805,0.0986082630515156,0.1219405971266931,0.0947883116883116,0.0391688311688311,0.878961038961039,0.0818701298701298,0.0,77.0
2015-01-07 20:00:00,AAPL,26.945,-0.1634917767804666,-1,0,0,27.025,3587865.0,0.6739,0.592,0.335,0.3570163147207392,0.1117795265441159,0.1086143762519131,0.1321396226415094,0.0466226415094339,0.8620943396226416,0.0912641509433962,0.0,53.0
2015-01-07 21:00:00,AAPL,26.95,0.0185563184264214,1,0,0,26.99,2887405.0,0.6739,0.368,0.335,0.3035989391938031,0.0836893765511254,0.1147101931148311,0.0994711864406779,0.0436779661016949,0.8782881355932204,0.0780508474576271,0.0,59.0
2015-01-07 22:00:00,AAPL,26.8625,-0.3246753246753164,-1,-1,-1,26.99,3730621.0,0.891,0.348,0.592,0.3403243413801019,0.0760508982881516,0.1323506890910195,0.1299510638297872,0.037,0.8827659574468085,0.0802340425531914,0.0,47.0
2015-01-07 23:00:00,AAPL,26.9375,0.2791996277338171,1,1,1,26.9675,5209532.0,0.6739,0.202,0.335,0.3566307990319706,0.069791030073985,0.1117532973349808,0.13075,0.0339999999999999,0.8774411764705882,0.0885588235294117,0.0,34.0
2015-01-08 17:00:00,AAPL,27.4625,1.948955916473305,1,1,2,27.4725,7382999.0,0.8555,0.393,0.615,0.2827837511982891,0.0604106659116379,0.1320772155521143,0.1129449781659388,0.0218908296943231,0.8986288209606987,0.0794759825327511,0.0,229.0
2015-01-08 18:00:00,AAPL,27.580625,0.4301319981793394,1,1,1,27.6025,8563507.0,0.9117,0.321,0.677,0.3300438934383402,0.0696466692916277,0.1359655354151495,0.1580158333333333,0.0256166666666666,0.8813166666666666,0.0930583333333333,0.0,120.0
2015-01-08 19:00:00,AAPL,27.87125,1.0537288404450562,1,1,2,27.8825,8455760.0,0.7351,0.574,0.559,0.3261220291654587,0.0970527422161781,0.127910859330418,0.113236129032258,0.0392645161290322,0.8707290322580645,0.0900193548387096,0.0,155.0
2015-01-08 20:00:00,AAPL,27.8625,-0.0313943579853814,-1,0,0,27.9,5329567.0,0.9153,0.27,0.697,0.330470967513191,0.0562946670834539,0.1512024169176863,0.2210831168831168,0.0212597402597402,0.8552987012987013,0.1234415584415584,0.0,77.0
2015-01-08 21:00:00,AAPL,27.9,0.1345895020188336,1,0,0,28.0375,7357791.0,0.9216,0.55,0.487,0.313101647994408,0.0713358417527875,0.1344346297566512,0.1891890243902439,0.0179878048780487,0.8808536585365854,0.1011463414634146,0.0,82.0
2015-01-08 22:00:00,AAPL,27.985,0.3046594982078821,1,1,1,28.025,5058641.0,0.8126,0.224,0.412,0.3120201733515678,0.0551074954580262,0.1342340699727152,0.1935137931034483,0.0216206896551724,0.8766896551724138,0.1016724137931034,0.0,58.0
2015-01-08 23:00:00,AAPL,27.9675,-0.0625335000893234,-1,0,0,28.0375,8106754.0,0.9098,0.314,0.511,0.3429061360351454,0.0635354460517099,0.1168477914074591,0.1684766233766233,0.0263376623376623,0.8857142857142858,0.0879610389610389,0.0,77.0
2015-01-09 17:00:00,AAPL,28.059975,0.3306516492357136,1,1,1,28.3125,9948833.0,0.743,0.31,0.574,0.3103116321229552,0.0778034760300138,0.1255764631977015,0.1238766666666666,0.038075,0.8735916666666667,0.088325,0.0,120.0
2015-01-09 18:00:00,AAPL,27.84,-0.7839458160600721,-1,-1,-2,28.1375,10652484.0,0.8858,0.365,0.467,0.3158138552573243,0.0719201512686684,0.1061456897815802,0.0897742424242424,0.0312121212121212,0.9001666666666667,0.0686515151515151,0.0,66.0
2015-01-09 19:00:00,AAPL,27.785,-0.1975574712643646,-1,0,0,27.84,6597328.0,0.7351,0.271,0.394,0.2937594841455753,0.0653618338992208,0.1090391021951565,0.0788230769230769,0.0294230769230769,0.901051282051282,0.0695128205128205,0.0,78.0
2015-01-09 20:00:00,AAPL,27.785,0.0,-1,0,0,27.9425,3904955.0,0.8047,0.231,0.556,0.2896209991621394,0.0595175879055877,0.1373947364725385,0.1183073170731707,0.0269512195121951,0.8841341463414634,0.0889146341463414,0.0,82.0
2015-01-09 21:00:00,AAPL,27.8775,0.3329134425049451,1,1,1,27.9225,3312017.0,0.8494,0.583,0.797,0.3659563051634091,0.112108963878592,0.1489363523020388,0.0875009259259259,0.0511388888888888,0.8558425925925925,0.0930185185185185,0.0,108.0
2015-01-09 22:00:00,AAPL,28.0625,0.6636176127701399,1,1,1,28.0725,4803331.0,0.9106,0.455,0.481,0.3545643455990295,0.0848228546246037,0.1371204873869127,0.2411061224489795,0.026,0.8451836734693878,0.1288163265306122,0.2732,49.0
2015-01-09 23:00:00,AAPL,28.0,-0.222717149220486,-1,0,0,28.165,9284693.0,0.9041,0.12,0.465,0.3058053948706917,0.0300298701870034,0.1425055439246525,0.2116103448275862,0.0096896551724137,0.8797931034482759,0.1105172413793103,0.0,29.0
2015-01-12 17:00:00,AAPL,27.63,-1.3214285714285734,-1,-1,-2,28.16,7153240.0,0.8519,0.259,0.559,0.3718913971387651,0.0764700280493829,0.1356780388328154,0.133525,0.040675,0.8608499999999999,0.0984625,0.0,80.0
2015-01-12 18:00:00,AAPL,27.65625,0.0950054288816559,1,0,0,27.675,10199254.0,0.8674,0.307,0.397,0.2944187796131026,0.0723321136442647,0.1193598726094858,0.1026637931034482,0.0311724137931034,0.895155172413793,0.0736896551724138,0.0,58.0
2015-01-12 19:00:00,AAPL,27.5125,-0.5197740112994342,-1,-1,-1,27.6825,4903884.0,0.7806,0.588,0.655,0.3467239496703957,0.0966068608504607,0.1461578823223203,0.1264069444444444,0.0322916666666666,0.8616666666666667,0.1060138888888889,0.0,72.0
2015-01-12 20:00:00,AAPL,27.4325,-0.2907769195820031,-1,-1,-1,27.615,3729936.0,0.8217,0.344,0.375,0.3376970141110266,0.0822754479718833,0.1122577820221711,0.1115758064516129,0.0408870967741935,0.8682903225806452,0.0908387096774193,0.0,62.0
2015-01-12 21:00:00,AAPL,27.295,-0.5012302925362255,-1,-1,-1,27.4425,5926637.0,0.7828,0.412,0.389,0.3350950312839931,0.0970034982126729,0.1166381548838743,0.0691029411764705,0.0495882352941176,0.867970588235294,0.0824411764705882,0.0,68.0
2015-01-12 22:00:00,AAPL,27.3175,0.0824326799780061,1,0,0,27.355,4548453.0,0.8338,0.275,0.456,0.3570567897861685,0.0718284064752323,0.1200421141740575,0.1538642857142857,0.027595238095238,0.8732142857142856,0.0991904761904762,0.0,42.0
2015-01-12 23:00:00,AAPL,27.315,-0.0091516427198623,-1,0,0,27.415,8031757.0,0.6908,0.162,0.335,0.3206849387343198,0.047606432483364,0.1364503025187972,0.24248,0.0172,0.8570666666666666,0.1257333333333333,0.08275,30.0
2015-01-13 17:00:00,AAPL,27.995,2.489474647629497,1,1,2,28.0075,9609199.0,0.8316,0.337,0.767,0.373329336164533,0.0837208922406263,0.1415974298084976,0.1281560747663551,0.0455887850467289,0.8417663551401869,0.1126542056074766,0.0,107.0
2015-01-13 18:00:00,AAPL,28.17375,0.6385068762278845,1,1,1,28.2,9913698.0,0.8653,0.474,0.651,0.3531624893225056,0.0838534807095461,0.1430040151591848,0.115347619047619,0.037695238095238,0.8600476190476191,0.1022857142857142,0.0,105.0
2015-01-13 19:00:00,AAPL,27.9925,-0.6433293402546614,-1,-1,-1,28.175,6768460.0,0.8126,0.487,0.375,0.263391679345361,0.0842799778382889,0.1039619305332985,0.0679479591836734,0.0312448979591836,0.908591836734694,0.0601734693877551,0.0,98.0
2015-01-13 20:00:00,AAPL,27.825,-0.5983745646155225,-1,-1,-1,28.0025,6593062.0,0.7964,0.375,0.703,0.3104982959349752,0.0787959798654285,0.1290269555452297,0.14965,0.03716,0.8543733333333333,0.1084666666666666,0.0,150.0
2015-01-13 21:00:00,AAPL,27.50525,-1.149146451033245,-1,-1,-2,27.8675,8139230.0,0.802,0.524,0.426,0.2980878564562244,0.0904316401637155,0.1060938711902446,0.1268818181818181,0.0384380165289256,0.8826528925619835,0.0788760330578512,0.0,121.0
2015-01-13 22:00:00,AAPL,27.435,-0.2554057861681058,-1,-1,-1,27.5675,9815140.0,0.8378,0.35,0.447,0.342125049227261,0.0777818348001947,0.1440000551146279,0.126447619047619,0.039047619047619,0.850936507936508,0.110015873015873,0.0,63.0
2015-01-13 23:00:00,AAPL,27.55625,0.4419537087661851,1,1,1,27.7225,9791256.0,0.8126,0.348,0.512,0.3144741815452992,0.0713297719303543,0.1242618935225847,0.1288222222222222,0.0345333333333333,0.8667111111111112,0.0987333333333333,0.0,45.0
2015-01-14 17:00:00,AAPL,27.4375,-0.4309367203447434,-1,-1,-1,27.6225,6768092.0,0.7906,0.43,0.388,0.3477596520581726,0.0878460659707834,0.113861401660676,0.060219387755102,0.0464591836734693,0.8802755102040816,0.0732551020408163,0.0,98.0
2015-01-14 18:00:00,AAPL,27.3975,-0.1457858769931652,-1,0,0,27.58725,6846812.0,0.9201,0.338,0.431,0.3426209430408035,0.0911522148452051,0.1122727761800982,0.06193,0.04555,0.88655,0.0679,0.0,60.0
2015-01-14 19:00:00,AAPL,27.2825,-0.4197463272196389,-1,-1,-1,27.415,5586367.0,0.8818,0.418,0.389,0.3979062969851838,0.1003506358379009,0.1205043655878697,0.0761865671641791,0.0561492537313432,0.8588358208955225,0.0850298507462686,0.0,67.0
2015-01-14 20:00:00,AAPL,27.272525,-0.0365618986529758,-1,0,0,27.325,4323769.0,0.6908,0.226,0.588,0.2861138287352633,0.0632329071420484,0.1339177519439237,0.0953953125,0.029609375,0.8829375,0.0874375,0.0,64.0
2015-01-14 21:00:00,AAPL,27.23,-0.1559261564523351,-1,0,0,27.3,4474060.0,0.8591,0.438,0.468,0.3645099172999833,0.1051136211937842,0.1333416324870792,0.0940492537313432,0.0502238805970149,0.8644328358208956,0.0853582089552238,0.0,67.0
2015-01-14 22:00:00,AAPL,27.27285,0.1573632023503357,1,0,0,27.495,6338131.0,0.8555,0.45,0.506,0.3820263451040729,0.102116766537612,0.1409626581231894,0.1047179487179487,0.0444615384615384,0.8568461538461539,0.0987179487179487,0.0,39.0
2015-01-14 23:00:00,AAPL,27.4475,0.6403804516213141,1,1,1,27.475,7317649.0,0.9041,0.565,0.465,0.3706657696619297,0.1171112046837768,0.132999689991168,0.0546523809523809,0.061547619047619,0.8415952380952382,0.0969047619047619,0.0,42.0
2015-01-15 17:00:00,AAPL,26.95,-1.8125512341743424,-1,-1,-2,27.515,8558967.0,0.872,0.425,0.6,0.3665797029808099,0.0998501977054627,0.119112776858857,0.0356225352112676,0.0613169014084507,0.8604084507042253,0.0782605633802816,0.0,142.0
2015-01-15 18:00:00,AAPL,27.0125,0.2319109461966562,1,0,0,27.21,9603133.0,0.8481,0.398,0.427,0.3527822731101866,0.0908570494591703,0.1104223431076714,0.0445597938144329,0.0532989690721649,0.8799278350515464,0.0667731958762886,0.0,97.0
2015-01-15 19:00:00,AAPL,26.7825,-0.8514576584914391,-1,-1,-2,27.0575,9354285.0,0.7906,0.473,0.389,0.3289877429327726,0.0815620354967041,0.113766849026401,0.12455,0.0338461538461538,0.8851153846153846,0.0810128205128205,0.0,78.0
2015-01-15 20:00:00,AAPL,26.749975,-0.1214412396154163,-1,0,0,26.8675,5788316.0,0.7494,0.356,0.389,0.3106172024246689,0.085994653669691,0.1076090533679525,0.0623229885057471,0.0455977011494252,0.8866666666666667,0.067735632183908,0.0,87.0
2015-01-15 21:00:00,AAPL,26.775,0.0935514893004585,1,0,0,26.86,4722890.0,0.7841,0.348,0.375,0.3281741768057062,0.0946287001509696,0.091433712836246,0.008981081081081,0.0498918918918918,0.8998108108108108,0.0502837837837837,0.0,74.0
2015-01-15 22:00:00,AAPL,26.9375,0.60690943043884,1,1,1,26.97375,4943461.0,0.9451,0.382,0.487,0.352415646101377,0.0814204262707829,0.1379279225172449,0.133674074074074,0.0361851851851851,0.8588333333333333,0.1049629629629629,0.0,54.0
2015-01-15 23:00:00,AAPL,26.7075,-0.8538283062645036,-1,-1,-2,26.9675,8452253.0,0.8217,0.462,0.436,0.464934174954266,0.1296148061750585,0.1189611090001495,0.1488022222222222,0.0668444444444444,0.8100888888888889,0.1230666666666666,0.2626,45.0
2015-01-16 17:00:00,AAPL,26.55,-0.5897219882055604,-1,-1,-1,26.895,10487666.0,0.8625,0.464,0.42,0.3069143397584112,0.1037274094984364,0.1122757790320075,0.0336929078014184,0.0508439716312056,0.8815177304964539,0.0676241134751773,0.0,141.0
2015-01-16 18:00:00,AAPL,26.6175,0.2542372881355836,1,1,1,26.7217,9213155.0,0.9229,0.478,0.583,0.3659204921194577,0.0983958664553109,0.1257839212205506,0.0468905797101449,0.0515942028985507,0.8739130434782608,0.0744927536231884,0.0,138.0
2015-01-16 19:00:00,AAPL,26.3762,-0.906546445007983,-1,-1,-2,26.7175,8184876.0,0.9578,0.385,0.513,0.3295315643764615,0.0812115807027743,0.106100905277043,0.0414711111111111,0.0461925925925925,0.8925703703703703,0.0612296296296296,0.0,135.0
2015-01-16 20:00:00,AAPL,26.4575,0.3082324216528542,1,1,1,26.52,7026496.0,0.874,0.399,0.478,0.3831901402873583,0.089306588036195,0.1213893393535176,0.0616823529411764,0.041,0.8864823529411765,0.0725176470588235,0.0,85.0
2015-01-16 21:00:00,AAPL,26.4625,0.0188982330152187,1,0,0,26.485,4978777.0,0.7574,0.371,0.421,0.3375698373193118,0.0940677065828154,0.1135431419894579,0.0596735042735042,0.0624615384615384,0.8580427350427351,0.0794871794871795,0.0,117.0
2015-01-16 22:00:00,AAPL,26.45115,-0.0428908833254637,-1,0,0,26.490025,5833585.0,0.9024,0.408,0.526,0.3826610304812597,0.0904709311754615,0.1383095965209786,0.167406,0.04348,0.84458,0.11192,0.0,50.0
2015-01-16 23:00:00,AAPL,26.495,0.1657772913465027,1,0,0,26.5,12209764.0,0.7964,0.382,0.392,0.4091586306461811,0.1694213174181423,0.1154765162552612,-0.1071354838709677,0.1451290322580645,0.7502258064516129,0.1046774193548387,0.0,31.0
2015-01-20 17:00:00,AAPL,26.84375,1.3162860917154129,1,1,2,27.0,8496421.0,0.8091,0.494,0.4,0.3074832487806478,0.0721141833386227,0.1198607964528677,0.1229157894736842,0.0233947368421052,0.9015394736842104,0.0750526315789473,0.0,76.0
2015-01-20 18:00:00,AAPL,26.6725,-0.6379511059371401,-1,-1,-1,26.9,6589429.0,0.9041,0.268,0.465,0.3242010831006797,0.0737906016008501,0.1301878302831956,0.1349923076923077,0.0386153846153846,0.865323076923077,0.0960615384615384,0.0,65.0
2015-01-20 19:00:00,AAPL,26.76625,0.3514856125222509,1,1,1,26.845,4641599.0,0.8568,0.29,0.348,0.3547940998859078,0.0651567323169186,0.1257098139959322,0.1265661016949152,0.0387457627118644,0.8699661016949153,0.0913559322033898,0.0,59.0
2015-01-20 20:00:00,AAPL,26.8825,0.4343156026712869,1,1,1,26.89675,2926894.0,0.9041,0.412,0.722,0.2966321100322723,0.0702862560092658,0.1551177991623876,0.1659512195121951,0.0291219512195121,0.8574634146341463,0.1134268292682926,0.0,82.0
2015-01-20 21:00:00,AAPL,26.920025,0.1395889519203885,1,0,0,26.935,3315994.0,0.9201,0.381,0.51,0.3359612628785571,0.0636045638342135,0.1434944516615804,0.1753773333333333,0.0237999999999999,0.8740533333333333,0.1021333333333333,0.0,75.0
2015-01-20 22:00:00,AAPL,27.1225,0.7521352599040965,1,1,2,27.125,5695220.0,0.8669,0.339,0.518,0.30376388614441,0.0661919552775448,0.1258463325330967,0.136810447761194,0.0254925373134328,0.8845820895522388,0.0899402985074626,0.0,67.0
2015-01-20 23:00:00,AAPL,27.1775,0.2027836666973925,1,0,0,27.195,7180210.0,0.802,0.302,0.356,0.37260198435655,0.0830863005153878,0.1339639254924001,0.2685518518518518,0.0418888888888888,0.7992592592592592,0.1588888888888888,0.3612,27.0
2015-01-21 17:00:00,AAPL,27.26,0.3035599300892366,1,1,1,27.41,7136777.0,0.9244,0.291,0.612,0.3439607487015053,0.0645428479444409,0.1436607382824378,0.1706597402597402,0.0224805194805194,0.8750779220779221,0.1024415584415584,0.0,77.0
2015-01-21 18:00:00,AAPL,27.7075,1.6415994130594136,1,1,2,27.73875,10503324.0,0.8225,0.73,0.458,0.3662537642031282,0.1053493458882827,0.138832520459221,0.1580142857142857,0.0383285714285714,0.8610428571428572,0.1006285714285714,0.0,70.0
2015-01-21 19:00:00,AAPL,27.64,-0.2436163493638843,-1,0,0,27.765,5901849.0,0.9201,0.317,0.431,0.3004382488035505,0.0731316768723524,0.1121030381888518,0.1215973333333333,0.03388,0.8879466666666667,0.0781733333333333,0.0,75.0
2015-01-21 20:00:00,AAPL,27.4975,-0.5155571635311218,-1,-1,-1,27.675,4184696.0,0.7345,0.223,0.483,0.3025856925698658,0.0576014876520683,0.1211269286530986,0.1156274725274725,0.027043956043956,0.886978021978022,0.0859780219780219,0.0,91.0
2015-01-21 21:00:00,AAPL,27.3525,-0.5273206655150409,-1,-1,-1,27.5425,4030206.0,0.8225,0.615,0.396,0.3398063116515086,0.09015489791452,0.109681379999532,0.1175333333333333,0.0410666666666666,0.8810000000000001,0.0779222222222222,0.0,90.0
2015-01-21 22:00:00,AAPL,27.5275,0.6397952655150307,1,1,1,27.55,4584450.0,0.9099,0.302,0.357,0.3730328241042267,0.0738175878305111,0.1230776391679572,0.1182605263157894,0.0411315789473684,0.8689473684210527,0.0899473684210526,0.0,38.0
2015-01-21 23:00:00,AAPL,27.3875,-0.5085823267641509,-1,-1,-1,27.52875,6470953.0,0.7405,0.146,0.335,0.2366008293437575,0.0286329557301748,0.1203229756178696,0.2140730769230769,0.0056153846153846,0.8728846153846154,0.1215384615384615,0.1779,26.0
2015-01-22 17:00:00,AAPL,27.542675,0.5665905979004959,1,1,1,27.755,7721738.0,0.8689,0.524,0.429,0.2973714487948572,0.0845759801300015,0.114287489947522,0.0529782608695652,0.0330086956521739,0.909808695652174,0.0571652173913043,0.0,115.0
2015-01-22 18:00:00,AAPL,27.812475,0.9795707933234477,1,1,2,27.83,7945813.0,0.8217,0.223,0.408,0.2615737180987417,0.0444506805759259,0.1125884929394151,0.1399,0.0137362637362637,0.9125164835164836,0.0737472527472527,0.0,91.0
2015-01-22 19:00:00,AAPL,27.8875,0.2697530514634172,1,1,1,27.9175,6253467.0,0.6739,0.615,0.335,0.2583019280304396,0.0991243092630091,0.0918201200415488,0.057894,0.03074,0.92569,0.04357,0.0,100.0
2015-01-22 20:00:00,AAPL,27.82405,-0.2275212909009449,-1,0,0,27.9175,3835173.0,0.8918,0.268,0.487,0.2807054323820769,0.0624475778063224,0.1081800595643962,0.0808761363636363,0.024465909090909,0.9167727272727272,0.05875,0.0,88.0
2015-01-22 21:00:00,AAPL,27.868125,0.1584061270735182,1,0,0,27.869025,2399118.0,0.7964,0.363,0.64,0.2782606142877431,0.0670817797477776,0.1241532372227162,0.1018962962962963,0.0224444444444444,0.9104962962962964,0.0670592592592592,0.0,135.0
2015-01-22 22:00:00,AAPL,27.971,0.3691493417659064,1,1,1,27.995,4150214.0,0.743,0.302,0.382,0.3385190463883484,0.0571355939347452,0.1254568969671775,0.1937490909090909,0.0210727272727272,0.8777454545454546,0.1012181818181818,0.0,55.0
2015-01-22 23:00:00,AAPL,28.0975,0.452254120338913,1,1,1,28.1175,8860046.0,0.6739,0.257,0.335,0.2347702015023575,0.0690524765193657,0.0756196281222666,0.0064728571428571,0.0317571428571428,0.9351857142857142,0.0330714285714285,0.0,70.0
2015-01-23 17:00:00,AAPL,28.165,0.2402348963430833,1,0,0,28.21,6732052.0,0.9041,0.371,0.465,0.3141995527201787,0.0591708216697355,0.1243713148315353,0.1671064814814814,0.0201388888888888,0.8848703703703704,0.0949814814814814,0.0,108.0
2015-01-23 18:00:00,AAPL,28.03,-0.4793183028581449,-1,-1,-1,28.1675,5638543.0,0.872,0.394,0.435,0.3152608065968567,0.0737655911915946,0.1115872705902056,0.1055037735849056,0.0340943396226415,0.8943867924528303,0.0715094339622641,0.0,106.0
2015-01-23 19:00:00,AAPL,28.2,0.6064930431680216,1,1,1,28.205,4050159.0,0.7574,0.404,0.681,0.2739681826871445,0.0614099308845805,0.1210780324847253,0.1167128205128205,0.022301282051282,0.902673076923077,0.0750192307692307,0.0,156.0
2015-01-23 20:00:00,AAPL,28.239375,0.1396276595744705,1,0,0,28.24,3735088.0,0.8043,0.688,0.335,0.298948301574044,0.1032955890224001,0.1019905196890504,0.0651566666666666,0.0492333333333333,0.8839166666666667,0.0668666666666666,0.0,120.0
2015-01-23 21:00:00,AAPL,28.404975,0.5864152446716675,1,1,1,28.4375,5883727.0,0.9337,0.302,0.487,0.3176821161630357,0.0634720514540807,0.1347557435386955,0.1954041666666666,0.0266875,0.8580833333333334,0.1152395833333333,0.0,96.0
2015-01-23 22:00:00,AAPL,28.27625,-0.4531776563788559,-1,-1,-1,28.4275,4917975.0,0.9476,0.268,0.647,0.367875764706318,0.0681076916189181,0.1604294817626068,0.2433297297297297,0.0291891891891891,0.8186486486486486,0.1522162162162162,0.34,37.0
2015-01-23 23:00:00,AAPL,28.2475,-0.1016754343309389,-1,0,0,28.2825,7324569.0,0.8462,0.316,0.335,0.3177411728326115,0.0557709471922849,0.1326838329145951,0.1982326086956521,0.0151521739130434,0.8508695652173913,0.1339782608695652,0.05135,46.0
2015-01-26 17:00:00,AAPL,28.4195,0.608903442782549,1,1,1,28.4775,7760255.0,0.8864,0.417,0.485,0.3040879326664495,0.0762726119497939,0.1126335492226684,0.0832350877192982,0.0279561403508771,0.9091666666666668,0.062859649122807,0.0,114.0
