date_,ticker,open,high,low,close,vol,max_comp,max_neg,max_neu,max_pos,min_comp,min_neg,min_neu,min_pos,std_comp,std_neg,std_neu,std_pos,mean_comp,mean_neg,mean_neu,mean_pos,median_comp,median_neg,median_neu,median_pos,count,diffs,bin_2,bin_3,bin_5
2015-01-02 18:00:00,GOOGL,106.9,107.022,106.0,106.083,205501.0,0.6249,0.325,1.0,0.202,-0.7739,0.0,0.675,0.0,0.3587870582153949,0.0985066350194602,0.1064910682594912,0.0725974550255756,0.0565714285714285,0.0435714285714285,0.9043809523809524,0.0520952380952381,0.0,0.0,0.909,0.0,21.0,-0.7466247508911783,-1,-1,-2
2015-01-02 19:00:00,GOOGL,106.126,106.234,105.8,106.136,103489.0,0.4926,0.136,1.0,0.24,-0.25,0.0,0.624,0.0,0.2258629721353594,0.0544634990362603,0.1160605641269011,0.0830347134418108,0.0422727272727272,0.0314545454545454,0.9263636363636364,0.0421818181818181,0.0,0.0,1.0,0.0,11.0,0.049960879688537574,1,0,0
2015-01-02 20:00:00,GOOGL,106.14200000000001,106.328,105.64000000000001,105.66199999999999,72824.0,0.5562,0.185,1.0,0.216,-0.6688,0.0,0.751,0.0,0.4313571282720515,0.0697239796148594,0.0862325022508592,0.0943883820534427,0.18931,0.0411,0.8544,0.1045,0.4078,0.0,0.8405,0.132,10.0,-0.4465968191754044,-1,-1,-1
2015-01-02 21:00:00,GOOGL,105.69200000000001,105.874,105.576,105.732,73833.0,0.729,0.432,1.0,0.302,-0.8221,0.0,0.568,0.0,0.3415983744644895,0.0818674004984146,0.1081575266669529,0.1000883747426277,0.2950233333333333,0.0189333333333333,0.8528666666666667,0.1282,0.4389,0.0,0.833,0.161,30.0,0.06624898260492174,1,0,0
2015-01-02 22:00:00,GOOGL,105.75,105.894,105.684,105.724,74779.0,0.5562,0.221,1.0,0.204,-0.4767,0.0,0.674,0.0,0.3094874844101711,0.056249938271571,0.104524835213793,0.0896769073531101,0.3107222222222222,0.0180555555555555,0.8481666666666666,0.1337777777777777,0.4488499999999999,0.0,0.796,0.186,18.0,-0.0075662997011227695,-1,0,0
2015-01-02 23:00:00,GOOGL,105.72,106.02799999999999,105.684,105.91,167211.0,0.8065,0.0,1.0,0.444,0.0,0.0,0.556,0.0,0.2950618699322433,0.0,0.1313513240499323,0.1313513240499323,0.4257642857142857,0.0,0.8286428571428572,0.1713571428571428,0.5562,0.0,0.796,0.204,14.0,0.17592977942566534,1,0,0
2015-01-05 17:00:00,GOOGL,105.402,105.59798,104.67,104.798,185385.0,0.6739,0.248,1.0,0.335,-0.5106,0.0,0.665,0.0,0.3213459074233589,0.0696946103344973,0.1100849378815607,0.1046422476822817,0.17255625,0.025125,0.885875,0.089,0.0,0.0,0.877,0.0,32.0,-1.0499480691152807,-1,-1,-2
2015-01-05 18:00:00,GOOGL,104.74600000000001,104.88,104.20599999999999,104.324,219807.0,0.6486,0.132,1.0,0.325,-0.4648,0.0,0.675,0.0,0.301332114673052,0.0254034118443435,0.1040471759098478,0.106711221997899,0.2867555555555555,0.0048888888888888,0.8762592592592592,0.1188518518518518,0.4019,0.0,0.85,0.15,27.0,-0.4522987079906171,-1,-1,-1
2015-01-05 19:00:00,GOOGL,104.346,104.63,103.8635,104.56400000000001,172439.0,0.6739,0.145,1.0,0.362,-0.296,0.0,0.638,0.0,0.2928724069974633,0.0392788188436986,0.1166839331009305,0.1157041907456145,0.1884853658536585,0.0142195121951219,0.8919024390243901,0.0938780487804878,0.0,0.0,0.903,0.0,41.0,0.23005252866072912,1,1,0
2015-01-05 20:00:00,GOOGL,104.56199999999998,104.614,103.9562,104.07000000000001,103101.0,0.6739,0.351,1.0,0.483,-0.5525,0.0,0.517,0.0,0.3937246363713024,0.0926774535127632,0.1370010980459677,0.1326461947701968,0.23055,0.0344090909090909,0.8374090909090909,0.1281818181818181,0.4302,0.0,0.8065,0.132,22.0,-0.47243793274932555,-1,-1,-1
2015-01-05 21:00:00,GOOGL,104.048,104.30999999999999,103.852,103.95599999999999,144639.0,0.6739,0.152,1.0,0.335,-0.5267,0.0,0.665,0.0,0.3149876171998628,0.0433641247095794,0.1114988403430701,0.1089140235053734,0.2328967741935484,0.0182258064516129,0.8735161290322581,0.108258064516129,0.2263,0.0,0.881,0.095,31.0,-0.10954165465554278,-1,0,0
2015-01-05 22:00:00,GOOGL,103.954,104.03399999999999,103.55,103.721,188984.0,0.7184,0.122,1.0,0.335,0.0,0.0,0.665,0.0,0.2973371709613416,0.0287556757682529,0.1258037687642708,0.1185491404136295,0.3106833333333333,0.0067777777777777,0.8696666666666667,0.1236111111111111,0.4033,0.0,0.808,0.1855,18.0,-0.22605717803684255,-1,-1,-1
2015-01-05 23:00:00,GOOGL,103.71,104.19200000000001,103.55199999999999,103.848,285462.0,0.6739,0.075,1.0,0.335,-0.0772,0.0,0.665,0.0,0.2769405820128362,0.014173667737846,0.1056554247687679,0.1074694185614025,0.2760321428571429,0.0026785714285714,0.8915714285714286,0.10575,0.3506,0.0,0.879,0.121,28.0,0.12244386382698202,1,0,0
2015-01-06 17:00:00,GOOGL,104.1,104.242,103.022,103.114,160757.0,0.8176,0.263,1.0,0.515,-0.5106,0.0,0.485,0.0,0.3612984126030655,0.0677585235111975,0.134110442451029,0.1378693496603127,0.2353963636363636,0.022490909090909,0.8549818181818182,0.1225272727272727,0.2235,0.0,0.812,0.082,55.0,-0.706802249441485,-1,-1,-2
2015-01-06 18:00:00,GOOGL,103.12100000000001,103.20599999999999,101.852,101.889,321645.0,0.6739,0.266,1.0,0.335,-0.8052,0.0,0.64,0.0,0.3393375412840895,0.0645931851660256,0.1254459228906722,0.109099628928141,0.2619677419354839,0.0257096774193548,0.8452903225806452,0.1289354838709677,0.1779,0.0,0.796,0.179,31.0,-1.188005508466361,-1,-1,
2015-01-06 19:00:00,GOOGL,101.86,102.184,101.46002,101.58,247302.0,0.7845,0.139,1.0,0.335,-0.34,0.0,0.665,0.0,0.27555380575406,0.0295304144595239,0.1057540908480255,0.107000549751199,0.3404685714285714,0.0071142857142857,0.8458857142857144,0.147,0.4404,0.0,0.812,0.182,35.0,-0.303271206901623,-1,-1,-1
2015-01-06 20:00:00,GOOGL,101.61,101.7492,101.20202,101.6696,194362.0,0.6739,0.254,1.0,0.402,-0.5267,0.0,0.598,0.0,0.3357261771718238,0.052140362045121,0.1149123359357617,0.1189653475252627,0.2085131578947368,0.0163684210526315,0.8745789473684211,0.1090526315789473,0.08895,0.0,0.858,0.062,38.0,0.0882063398306876,1,0,0
2015-01-06 21:00:00,GOOGL,101.7,101.7,101.11,101.4456,240597.0,0.729,0.281,1.0,0.495,-0.5994,0.0,0.505,0.0,0.3286594392787571,0.0506896745007869,0.1262129345052057,0.1268648881990304,0.2309,0.0125526315789473,0.8813947368421053,0.1060526315789473,0.0,0.0,0.874,0.0,38.0,-0.220321512035071,-1,-1,-1
2015-01-06 22:00:00,GOOGL,101.45678000000001,101.78,101.162,101.54260000000001,319780.0,0.6739,0.187,1.0,0.335,-0.3182,0.0,0.654,0.0,0.3082257612478642,0.0529273461289527,0.1182509706661727,0.1139116895488475,0.2024305555555555,0.0181944444444444,0.8887222222222222,0.0931111111111111,0.0,0.0,0.91,0.0,36.0,0.09561774980877402,1,0,0
2015-01-06 23:00:00,GOOGL,101.51599999999999,102.124,101.272,101.378,393436.0,0.5849,0.128,1.0,0.234,0.0,0.0,0.638,0.0,0.2810874164016252,0.0342094389647903,0.12293266270784,0.106502437675244,0.2662214285714285,0.0091428571428571,0.8888571428571429,0.102,0.1806,0.0,0.913,0.087,14.0,-0.1620994538252929,-1,0,0
2015-01-07 17:00:00,GOOGL,102.19,102.298,101.502,101.99199999999999,195279.0,0.729,0.248,1.0,0.389,-0.5859,0.0,0.417,0.0,0.3554558610666965,0.0722666076762567,0.1359017251971608,0.1189201841744353,0.1367714285714285,0.034469387755102,0.8766326530612245,0.0888979591836734,0.0,0.0,0.874,0.0,49.0,0.6056540866854698,1,1,1
2015-01-07 18:00:00,GOOGL,101.97,102.09,100.72999999999999,100.892,386693.0,0.6739,0.429,1.0,0.335,-0.8341,0.0,0.571,0.0,0.5063224267033819,0.1501127575600072,0.1401510187882196,0.1119783334539346,0.0182645833333333,0.0918958333333333,0.8258958333333334,0.0822083333333333,0.0,0.0,0.796,0.0,48.0,-1.0785159620362306,-1,-1,
2015-01-07 19:00:00,GOOGL,100.888,101.674,100.772,101.67,261985.0,0.6739,0.376,1.0,0.412,-0.7672,0.0,0.588,0.0,0.4331933855833111,0.1211039373280804,0.1265420319837873,0.1234881215405602,0.1972022222222222,0.0485333333333333,0.8114222222222223,0.1400444444444444,0.2263,0.0,0.796,0.204,45.0,0.7711215953693173,1,1,2
2015-01-07 20:00:00,GOOGL,101.686,101.799,101.4168,101.462,116560.0,0.6739,0.225,1.0,0.335,-0.4344,0.0,0.665,0.0,0.3279796990812795,0.0723822231961537,0.1108097419921997,0.1027438608612182,0.2011589743589743,0.0351538461538461,0.8541282051282051,0.1107435897435897,0.0803,0.0,0.796,0.114,39.0,-0.20458345628011632,-1,-1,-1
2015-01-07 21:00:00,GOOGL,101.474,101.67,101.16799999999999,101.284,140070.0,0.7783,0.0,1.0,0.459,0.0,0.0,0.541,0.0,0.2699620863882949,0.0,0.1304282500422776,0.1304282500422777,0.3391060606060606,0.0,0.8471818181818183,0.1528181818181818,0.4019,0.0,0.796,0.204,33.0,-0.1754351382783681,-1,0,0
2015-01-07 22:00:00,GOOGL,101.284,101.402,100.954,100.9625,229221.0,0.6739,0.315,1.0,0.335,-0.3182,0.0,0.665,0.0,0.2836056999801388,0.045,0.1122504223284935,0.1090207065459691,0.2469163265306122,0.0064285714285714,0.893734693877551,0.0998367346938775,0.0,0.0,0.875,0.0,49.0,-0.3174242723431142,-1,-1,-1
2015-01-07 23:00:00,GOOGL,100.99199999999999,101.276,100.95,101.03,353611.0,0.7321,0.231,1.0,0.306,-0.5106,0.0,0.694,0.0,0.3423961191291993,0.0516531702802451,0.1126911358770651,0.1136445983619199,0.2877349999999999,0.01155,0.8698500000000001,0.1186,0.47475,0.0,0.796,0.1745,20.0,0.0668565061284987,1,0,0
2015-01-08 17:00:00,GOOGL,100.30199999999999,100.36,99.00399999999999,99.542,656633.0,0.7506,0.206,1.0,0.412,-0.6632,0.0,0.588,0.0,0.3324520735182705,0.04775085748933,0.1295207160380388,0.123462322270249,0.1832932432432432,0.0187837837837837,0.8852027027027026,0.0959864864864864,0.0,0.0,0.953,0.0,74.0,-1.472829852519053,-1,-1,
2015-01-08 18:00:00,GOOGL,99.518,101.25,99.518,101.24,639668.0,0.8074,0.321,1.0,0.335,-0.7579,0.0,0.635,0.0,0.3653534304511513,0.0847984056215657,0.1180418946344427,0.1066835687366327,0.080857,0.04759,0.8823000000000001,0.0701,0.0,0.0,0.8805000000000001,0.0,100.0,1.7058126218078673,1,1,
2015-01-08 19:00:00,GOOGL,101.31,101.498,100.71000000000001,100.818,280599.0,0.9169,0.286,1.0,0.395,-0.6705,0.0,0.546,0.0,0.3824600641260325,0.0812251172627993,0.1340505652652838,0.1174944093476415,0.1661582089552238,0.0425820895522388,0.8505522388059702,0.106865671641791,0.0,0.0,0.839,0.091,67.0,-0.416831291979447,-1,-1,-1
2015-01-08 20:00:00,GOOGL,100.85,101.184,100.422,101.161,276406.0,0.8555,0.18,1.0,0.38,-0.296,0.0,0.62,0.0,0.3210954236787246,0.0510219048348742,0.1199148138021893,0.1220026142086887,0.2874720930232558,0.0218372093023255,0.8430930232558139,0.1350697674418604,0.34,0.0,0.796,0.174,43.0,0.3402170247376546,1,1,1
2015-01-08 21:00:00,GOOGL,101.146,101.342,101.03999999999999,101.118,147041.0,0.8356,0.394,1.0,0.447,-0.8122,0.0,0.553,0.0,0.3958690347263118,0.089050186563254,0.1317988473781647,0.1201116428061353,0.2274604166666667,0.0360208333333333,0.843,0.1209583333333333,0.3141,0.0,0.829,0.125,48.0,-0.04250649954034014,-1,0,0
2015-01-08 22:00:00,GOOGL,101.106,101.3069,101.03200000000001,101.27000000000001,142200.0,0.9413,0.286,1.0,0.413,-0.5106,0.0,0.556,0.0,0.3533681416484107,0.0793534611398381,0.1482929446598773,0.1338888172500429,0.1864175,0.0364499999999999,0.84785,0.1157,0.0,0.0,0.804,0.0,40.0,0.1503194287861831,1,0,0
2015-01-08 23:00:00,GOOGL,101.27000000000001,101.5,101.2148,101.37,357215.0,0.886,0.182,1.0,0.426,-0.2732,0.0,0.574,0.0,0.2822222401162113,0.0468561032257681,0.1196281172761939,0.1132543827238025,0.1694962962962963,0.0184259259259259,0.8940185185185185,0.087537037037037,0.0,0.0,0.951,0.0,54.0,0.09874592673051463,1,0,0
2015-01-09 17:00:00,GOOGL,101.636,101.72,100.462,100.666,194584.0,0.694,0.28,1.0,0.335,-0.3425,0.0,0.51,0.0,0.266897788513995,0.0562645245364383,0.1226827353457386,0.1005594922193317,0.0993311475409836,0.0217377049180327,0.9195245901639344,0.0587049180327868,0.0,0.0,1.0,0.0,61.0,-0.6944855479925072,-1,-1,-2
2015-01-09 18:00:00,GOOGL,100.67999999999999,100.868,99.80199999999999,100.12598,225601.0,0.694,0.259,1.0,0.335,-0.5106,0.0,0.642,0.0,0.3397298476379637,0.0932106655055786,0.126840573927651,0.0990411787097362,0.0577823529411764,0.0461176470588235,0.8941176470588235,0.0597647058823529,0.0,0.0,1.0,0.0,34.0,-0.5364472612401361,-1,-1,-1
2015-01-09 19:00:00,GOOGL,100.104,100.434,99.72999999999999,100.394,192071.0,0.6739,0.231,1.0,0.335,-0.5106,0.0,0.665,0.0,0.3137744459053761,0.0436155491657763,0.1204437762020373,0.120673076524341,0.2004096774193548,0.0101290322580645,0.8963548387096774,0.093516129032258,0.0,0.0,1.0,0.0,31.0,0.26768277324227263,1,1,1
2015-01-09 20:00:00,GOOGL,100.394,100.798,99.97200000000001,99.97200000000001,130903.0,0.8442,0.204,1.0,0.411,-0.5423,0.0,0.589,0.0,0.4313315604791278,0.0722958021363339,0.1324867239618513,0.149019639447881,0.1376722222222222,0.0417222222222222,0.8464444444444444,0.1118333333333333,0.0,0.0,0.8420000000000001,0.0,18.0,-0.42034384524971546,-1,-1,-1
2015-01-09 21:00:00,GOOGL,99.97200000000001,100.35864000000001,99.91799999999999,100.068,118126.0,0.7964,0.318,1.0,0.335,-0.5106,0.0,0.665,0.0,0.3196121878334183,0.0584364617075589,0.1196319064040692,0.1164216474715935,0.1814578947368421,0.0148684210526315,0.8981315789473684,0.087,0.0,0.0,0.958,0.0,38.0,0.09602688752849975,1,0,0
2015-01-09 22:00:00,GOOGL,100.068,100.106,99.87,99.9382,159346.0,0.7717,0.231,1.0,0.374,-0.6249,0.0,0.412,0.0,0.3289477824388372,0.069465854389825,0.1551401797390287,0.1288900226201954,0.1661,0.0231724137931034,0.8797586206896553,0.0970689655172413,0.0,0.0,1.0,0.0,29.0,-0.1297117959787375,-1,0,0
2015-01-09 23:00:00,GOOGL,99.942,100.574,99.938,100.132,292565.0,0.6739,0.287,1.0,0.394,-0.1761,0.0,0.319,0.0,0.2985963562681369,0.0832286359851777,0.1687429270772451,0.1336720259677236,0.2526210526315789,0.0423157894736842,0.8267894736842105,0.1308947368421052,0.25,0.0,0.855,0.144,19.0,0.19391984246264204,1,0,0
2015-01-12 17:00:00,GOOGL,99.848,100.056,98.53999999999999,98.596,420430.0,0.872,0.308,1.0,0.365,-0.5994,0.0,0.524,0.0,0.3865415765741735,0.0961170326661307,0.1435794602424343,0.1220917174804006,0.0685637931034482,0.0627241379310344,0.8624999999999999,0.0747758620689655,0.0,0.0,0.8414999999999999,0.0,58.0,-1.5339751527983059,-1,-1,
2015-01-12 18:00:00,GOOGL,98.56,99.19798,98.182,99.161,401891.0,0.8573,0.376,1.0,0.411,-0.5106,0.0,0.589,0.0,0.32842413911769,0.0831839173312011,0.1468609190855616,0.1339959815700571,0.1238102564102564,0.0335897435897435,0.8832307692307692,0.0831538461538461,0.0,0.0,1.0,0.0,39.0,0.5730455596575812,1,1,1
2015-01-12 19:00:00,GOOGL,99.148,99.3,98.7402,98.776,218921.0,0.7783,0.474,1.0,0.375,-0.5994,0.0,0.526,0.0,0.3429316544985937,0.1076291137306675,0.1417906418719126,0.1231257595024746,0.134056,0.04512,0.85884,0.09608,0.0,0.0,0.846,0.0,50.0,-0.3882574802593797,-1,-1,-1
2015-01-12 20:00:00,GOOGL,98.788,98.938,98.708,98.83200000000001,139751.0,0.6739,0.344,1.0,0.483,-0.743,0.0,0.517,0.0,0.3386859917227863,0.083977531557266,0.1425526727779209,0.1316582330224002,0.0828032258064516,0.0296774193548387,0.892258064516129,0.0780967741935483,0.0,0.0,1.0,0.0,31.0,0.056693933749096814,1,0,0
