<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.TSLA,60,20150205,230000,221.2500000,222.3400000,221.0201000,221.3000000,257669
US1.TSLA,60,20150206,000000,221.3070000,221.8000000,220.6900000,220.9600000,411374
US1.TSLA,60,20150206,180000,222.0300000,223.4000000,220.7000000,221.3399000,448649
US1.TSLA,60,20150206,190000,221.1417000,221.2722000,218.9000000,219.3101000,521133
US1.TSLA,60,20150206,200000,219.3101000,219.9400000,218.9700000,219.7050000,265646
US1.TSLA,60,20150206,210000,219.6500000,219.9800000,218.0800000,218.7100000,240574
US1.TSLA,60,20150206,220000,218.7700000,218.8400000,216.8300000,217.6900000,356859
US1.TSLA,60,20150206,230000,217.7899000,219.5220000,217.4980000,217.8700000,251602
US1.TSLA,60,20150207,000000,217.8800000,217.9900000,216.5001000,217.4600000,678075
US1.TSLA,60,20150209,180000,215.3800000,216.1800000,211.9900000,214.4000000,590257
US1.TSLA,60,20150209,190000,214.4100000,215.4500000,212.8001000,212.9440000,462211
US1.TSLA,60,20150209,200000,212.9201000,215.3650000,212.9201000,213.8750000,290021
US1.TSLA,60,20150209,210000,213.8900000,214.8400000,213.8300000,214.5100000,202742
US1.TSLA,60,20150209,220000,214.5100000,216.5500000,214.3500000,215.7700000,440481
US1.TSLA,60,20150209,230000,215.7800000,217.3000000,215.5500000,216.9500000,412008
US1.TSLA,60,20150210,000000,216.8200000,217.9300000,216.2701000,217.4700000,593230
US1.TSLA,60,20150210,180000,217.5500000,218.4100000,216.1601000,217.1999000,368329
US1.TSLA,60,20150210,190000,217.0300000,217.3600000,215.0000000,215.8590000,474332
US1.TSLA,60,20150210,200000,215.8400000,217.4000000,215.5100000,217.2000000,390632
US1.TSLA,60,20150210,210000,217.2101000,219.2400000,217.0000000,218.8192000,436440
US1.TSLA,60,20150210,220000,218.8200000,220.0000000,218.7300000,219.0000000,336301
US1.TSLA,60,20150210,230000,219.0000000,220.5000000,218.2700000,220.3900000,341717
US1.TSLA,60,20150211,000000,220.4000000,220.4500000,215.9600000,216.2800000,2314715
US1.TSLA,60,20150211,180000,212.2100000,214.7400000,208.7200000,210.2900000,1308352
US1.TSLA,60,20150211,190000,210.2100000,210.7490000,207.2800000,207.4999000,1331823
US1.TSLA,60,20150211,200000,207.5000000,211.2500000,207.4400000,210.1300000,941496
US1.TSLA,60,20150211,210000,210.0900000,211.0000000,208.9500000,209.8900000,706749
US1.TSLA,60,20150211,220000,209.9000000,212.0700000,209.8000000,211.4030000,776954
US1.TSLA,60,20150211,230000,211.3700000,212.9699000,210.5200000,212.7699000,803708
US1.TSLA,60,20150212,000000,212.7600000,213.3300000,212.2000000,212.7200000,1259505
US1.TSLA,60,20150212,180000,193.5700000,202.1699000,193.2800000,199.8200000,4222690
US1.TSLA,60,20150212,190000,199.9240000,200.3500000,197.8000000,198.4900000,2411066
US1.TSLA,60,20150212,200000,198.5500000,199.5700000,196.9400000,199.5000000,1390580
US1.TSLA,60,20150212,210000,199.3900000,201.6400000,199.1701000,200.7100000,1365792
US1.TSLA,60,20150212,220000,200.7300000,201.6300000,199.4500000,201.3900000,887872
US1.TSLA,60,20150212,230000,201.3300000,202.9200000,200.3200000,201.0000000,1034519
US1.TSLA,60,20150213,000000,201.0299000,203.0882000,200.6100000,202.8510000,1574933
US1.TSLA,60,20150213,180000,202.8700000,205.9900000,202.7500000,204.2100000,951185
US1.TSLA,60,20150213,190000,204.1700000,204.5500000,200.9100000,201.9799000,1134474
US1.TSLA,60,20150213,200000,201.9800000,203.9600000,201.8800000,203.1000000,602652
US1.TSLA,60,20150213,210000,203.1862000,203.3540000,202.5100000,202.6600000,279532
US1.TSLA,60,20150213,220000,202.6600000,202.9400000,201.2500000,202.0101000,540070
US1.TSLA,60,20150213,230000,202.0100000,202.5500000,200.9800000,202.0000000,562467
US1.TSLA,60,20150214,000000,201.9500000,203.8200000,201.5200000,203.7700000,1052133
US1.TSLA,60,20150217,180000,205.7000000,205.7000000,201.5000000,202.9000000,904000
US1.TSLA,60,20150217,190000,202.9400000,204.6000000,202.0500000,202.5800000,640753
US1.TSLA,60,20150217,200000,202.6100000,202.8900000,201.7510000,202.5000000,371621
US1.TSLA,60,20150217,210000,202.4500000,203.1800000,201.7600000,203.1100000,279333
US1.TSLA,60,20150217,220000,203.1000000,204.0000000,203.0200000,203.2500000,332117
US1.TSLA,60,20150217,230000,203.1700000,204.1700000,202.8000000,204.0700000,262424
US1.TSLA,60,20150218,000000,204.0625000,204.6900000,203.8700000,204.4100000,446689
US1.TSLA,60,20150218,180000,204.1700000,204.7000000,202.6000000,203.9500000,328709
US1.TSLA,60,20150218,190000,204.0400000,206.1700000,203.9100000,205.5500000,611866
US1.TSLA,60,20150218,200000,205.4900000,205.6600000,204.2380000,204.9600000,337280
US1.TSLA,60,20150218,210000,204.9500000,205.6200000,204.4207000,204.9800000,229423
US1.TSLA,60,20150218,220000,205.0000000,205.4300000,204.6000000,204.6000000,164151
US1.TSLA,60,20150218,230000,204.7200000,205.6000000,204.1200000,204.3680000,266057
US1.TSLA,60,20150219,000000,204.4100000,205.0000000,204.1400000,204.3700000,304341
US1.TSLA,60,20150219,180000,204.9300000,206.5000000,203.7500000,205.6900000,506161
US1.TSLA,60,20150219,190000,205.6401000,210.9700000,205.6400000,209.5436000,1286245
US1.TSLA,60,20150219,200000,209.6000000,210.4900000,208.8220000,209.9100000,450400
US1.TSLA,60,20150219,210000,209.8800000,209.9500000,208.7900000,209.3600000,336963
US1.TSLA,60,20150219,220000,209.5499000,212.1500000,209.3200000,212.0321000,573518
US1.TSLA,60,20150219,230000,212.0500000,212.4400000,211.0900000,211.3600000,498257
US1.TSLA,60,20150220,000000,211.4500000,212.2600000,211.1700000,211.7100000,773422
US1.TSLA,60,20150220,180000,210.7800000,214.1200000,209.8100000,213.8499000,926608
US1.TSLA,60,20150220,190000,213.7100000,217.2000000,213.6935000,215.7526000,1644666
US1.TSLA,60,20150220,200000,215.7300000,216.7500000,215.6000000,215.8600000,523950
US1.TSLA,60,20150220,210000,215.8700000,216.8800000,215.5260000,216.1880000,405808
US1.TSLA,60,20150220,220000,216.2200000,216.6300000,215.6000000,216.2300000,332552
US1.TSLA,60,20150220,230000,216.2000000,217.6000000,216.2000000,217.2300000,596867
US1.TSLA,60,20150221,000000,217.2000000,217.5140000,216.3500000,217.1400000,821399
US1.TSLA,60,20150223,180000,214.9900000,218.2000000,213.5900000,214.5576000,1275240
US1.TSLA,60,20150223,190000,214.5900000,214.6900000,209.8000000,210.7200000,1755675
US1.TSLA,60,20150223,200000,210.7000000,211.1200000,209.1400000,209.5500000,685925
US1.TSLA,60,20150223,210000,209.5100000,210.4000000,207.0800000,207.7010000,1031600
US1.TSLA,60,20150223,220000,207.8699000,209.9200000,207.0000000,209.4000000,1054677
US1.TSLA,60,20150223,230000,209.4404000,209.6299000,207.3500000,207.7100000,601286
US1.TSLA,60,20150224,000000,207.7300000,207.8200000,206.3300000,207.3400000,1164829
US1.TSLA,60,20150224,180000,207.2900000,207.2900000,203.0100000,203.8100000,1208992
US1.TSLA,60,20150224,190000,203.8500000,204.2950000,201.7000000,204.2800000,1397582
US1.TSLA,60,20150224,200000,204.2200000,207.2000000,203.9200000,204.5270000,1183040
US1.TSLA,60,20150224,210000,204.4700000,205.0800000,202.6000000,204.6000000,796823
US1.TSLA,60,20150224,220000,204.6700000,205.9700000,203.6600000,205.6420000,525062
US1.TSLA,60,20150224,230000,205.6060000,205.7300000,204.4200000,204.7620000,249398
US1.TSLA,60,20150225,000000,204.7300000,204.9000000,204.0000000,204.1000000,536682
US1.TSLA,60,20150225,180000,204.9400000,207.1400000,204.5000000,205.8600000,578286
US1.TSLA,60,20150225,190000,205.9700000,206.3500000,204.2000000,204.4601000,567145
US1.TSLA,60,20150225,200000,204.5000000,205.9900000,203.6000000,205.3200000,510936
US1.TSLA,60,20150225,210000,205.4100000,206.9700000,205.2301000,206.3000000,416464
US1.TSLA,60,20150225,220000,206.2600000,206.7095000,205.3600000,205.5000000,392140
US1.TSLA,60,20150225,230000,205.5000000,205.7000000,203.4000000,203.7930000,465408
US1.TSLA,60,20150226,000000,203.7000000,204.0000000,202.5800000,203.7700000,584606
US1.TSLA,60,20150226,180000,204.0000000,205.7100000,202.6000000,202.6000000,397813
US1.TSLA,60,20150226,190000,202.6780000,209.4388000,202.2200000,208.2000000,2016092
US1.TSLA,60,20150226,200000,208.3700000,211.0900000,207.7500000,207.9000000,1174429
US1.TSLA,60,20150226,210000,207.9000000,208.9900000,206.6200000,208.2600000,648614
US1.TSLA,60,20150226,220000,208.1400000,209.8000000,207.8700000,209.1700000,417825
US1.TSLA,60,20150226,230000,209.1900000,209.4000000,205.7200000,207.0740000,716422
US1.TSLA,60,20150227,000000,207.0200000,207.7000000,206.4867000,207.2700000,443269
US1.TSLA,60,20150227,180000,206.9000000,208.5500000,205.0600000,205.5200000,558358
US1.TSLA,60,20150227,190000,205.5200000,206.2990000,203.8500000,204.2100000,723482
US1.TSLA,60,20150227,200000,204.1800000,205.5000000,203.7600000,203.8300000,486227
US1.TSLA,60,20150227,210000,203.8701000,204.3500000,203.0400000,203.1701000,463854
US1.TSLA,60,20150227,220000,203.2300000,204.0000000,203.0809000,203.6600000,269892
US1.TSLA,60,20150227,230000,203.6001000,203.8400000,202.8084000,202.8536000,237312
US1.TSLA,60,20150228,000000,202.8800000,203.7200000,202.8000000,203.3000000,590117
US1.TSLA,60,20150302,180000,202.7000000,202.9500000,197.5000000,199.6390000,1474468
US1.TSLA,60,20150302,190000,199.3850000,200.1500000,196.6001000,197.4200000,1479933
US1.TSLA,60,20150302,200000,197.4000000,198.1900000,196.2500000,197.5000000,894352
US1.TSLA,60,20150302,210000,197.5000000,197.5799000,196.2900000,196.4501000,491470
US1.TSLA,60,20150302,220000,196.4500000,199.1499000,195.8250000,198.1100000,930842
US1.TSLA,60,20150302,230000,198.1100000,198.8100000,197.0100000,197.6226000,492228
US1.TSLA,60,20150303,000000,197.6500000,197.7500000,196.3520000,197.2700000,991002
US1.TSLA,60,20150303,180000,196.8100000,198.8499000,195.3200000,198.5600000,810952
US1.TSLA,60,20150303,190000,198.5600000,198.8192000,197.4000000,198.0386000,748355
US1.TSLA,60,20150303,200000,198.1100000,198.1100000,196.0100000,197.3150000,615823
US1.TSLA,60,20150303,210000,197.2950000,198.6600000,196.5100000,198.6400000,440965
US1.TSLA,60,20150303,220000,198.6399000,200.2435000,198.1400000,199.7596000,507363
US1.TSLA,60,20150303,230000,199.7300000,199.9900000,198.9100000,199.4300000,275823
US1.TSLA,60,20150304,000000,199.3600000,200.2300000,199.0500000,199.5500000,471656
US1.TSLA,60,20150304,180000,199.2500000,201.5000000,198.0000000,198.6100000,674650
US1.TSLA,60,20150304,190000,198.6500000,199.2000000,197.2100000,198.6400000,618632
US1.TSLA,60,20150304,200000,198.4653000,199.9500000,198.1000000,199.1350000,510760
US1.TSLA,60,20150304,210000,199.0600000,199.9400000,198.5400000,199.6600000,290305
US1.TSLA,60,20150304,220000,199.7000000,200.8400000,199.5600000,200.2800000,490898
US1.TSLA,60,20150304,230000,200.2800000,201.1900000,199.5000000,200.9100000,405599
US1.TSLA,60,20150305,000000,200.9300000,202.5200000,200.6000000,202.5000000,794911
US1.TSLA,60,20150305,180000,202.8500000,206.1900000,201.3000000,204.8800000,1053907
US1.TSLA,60,20150305,190000,204.6900000,205.3000000,202.4800000,203.5500000,971879
US1.TSLA,60,20150305,200000,203.5975000,203.6750000,202.5400000,203.1000000,317799
US1.TSLA,60,20150305,210000,203.0200000,203.0200000,200.1500000,200.3900000,651942
US1.TSLA,60,20150305,220000,200.4222000,201.9700000,200.3500000,201.7900000,388719
US1.TSLA,60,20150305,230000,201.8100000,202.2800000,200.5410000,201.6276000,520793
US1.TSLA,60,20150306,000000,201.6800000,201.7000000,200.5800000,200.6400000,501341
US1.TSLA,60,20150306,180000,199.3500000,200.7500000,198.0200000,199.8500000,597595
US1.TSLA,60,20150306,190000,199.8800000,200.4180000,197.8000000,198.0700000,1049205
US1.TSLA,60,20150306,200000,198.0800000,198.4100000,196.2000000,198.0800000,1063914
US1.TSLA,60,20150306,210000,198.0600000,198.6900000,197.4200000,197.4200000,289296
US1.TSLA,60,20150306,220000,197.5000000,198.3800000,196.9100000,197.0700000,332923
US1.TSLA,60,20150306,230000,197.1270000,197.5800000,194.4400000,194.5050000,875037
US1.TSLA,60,20150307,000000,194.5050000,195.2520000,192.1510000,193.8700000,1686677
US1.TSLA,60,20150309,170000,194.3900000,194.4900000,188.2500000,189.7500000,1453318
US1.TSLA,60,20150309,180000,189.7500000,191.4800000,188.5000000,188.5000000,1402549
US1.TSLA,60,20150309,190000,188.5150000,191.1600000,188.3500000,189.4405000,846184
US1.TSLA,60,20150309,200000,189.5400000,189.9280000,188.6600000,189.8400000,521702
US1.TSLA,60,20150309,210000,189.7800000,190.5000000,189.5200000,190.3900000,618409
US1.TSLA,60,20150309,220000,190.4100000,190.6300000,189.5000000,190.1500000,381815
