<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
US1.GOOG,60,20150113,000000,492.5000000,493.9200000,491.9500000,492.5400000,244187
US1.GOOG,60,20150113,180000,498.8400000,502.4600000,497.0740000,501.0550000,264642
US1.GOOG,60,20150113,190000,501.4700000,502.9800000,500.0500000,502.5100000,193048
US1.GOOG,60,20150113,200000,502.4200000,502.4200000,500.9650000,501.3500000,147916
US1.GOOG,60,20150113,210000,501.5300000,501.6500000,499.7100000,500.8700000,143060
US1.GOOG,60,20150113,220000,500.9760000,502.2000000,495.3200000,496.2001000,212827
US1.GOOG,60,20150113,230000,496.2140000,496.9350000,492.3900000,493.4000000,228386
US1.GOOG,60,20150114,000000,493.5899000,499.4899000,493.2000000,496.1900000,315233
US1.GOOG,60,20150114,180000,494.5800000,501.5000000,493.0000000,501.5000000,264295
US1.GOOG,60,20150114,190000,501.3800000,503.2300000,497.4700000,498.6300000,227961
US1.GOOG,60,20150114,200000,498.7100000,499.8400000,497.4200000,497.9700000,99618
US1.GOOG,60,20150114,210000,498.0800000,500.7600000,497.0100000,500.7600000,157932
US1.GOOG,60,20150114,220000,500.6300000,500.8400000,498.2900000,500.3400000,185969
US1.GOOG,60,20150114,230000,500.2900000,502.0300000,498.9100000,499.5500000,167013
US1.GOOG,60,20150115,000000,499.4200000,501.8000000,499.3000000,500.7100000,226618
US1.GOOG,60,20150115,180000,505.4900000,505.6900000,497.7600000,498.8500000,262869
US1.GOOG,60,20150115,190000,498.6700000,502.7900000,497.7600000,500.6500000,225364
US1.GOOG,60,20150115,200000,500.7500000,503.5000000,500.1400000,502.2440000,277405
US1.GOOG,60,20150115,210000,502.2300000,502.7250000,500.6900000,501.5700000,252109
